Bore.ID,Easting,Northing,Latitude.x,Longitude.x,Date,SWL,Drilled.Depth..m.,Elevation..m.,Slope..degree.,Wetness.index,MRVBF,Lithology,Mrainfall.mm.,Salinity,Longitude.y,Latitude.y,Completed Depth
GW031564,602880,6160994,-34.6879,148.1232,21/06/1989,2.83,7.2,359,1.3302,5.7973399,0,Cj,55.6,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,25/11/1987,4.36,7.2,359,1.3302,5.7973399,0,Cj,21.7,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,25/06/1974,5,7.2,359,1.3302,5.7973399,0,Cj,23,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,25/05/1982,5.68,7.2,359,1.3302,5.7973399,0,Cj,3,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,25/03/1976,4.78,7.2,359,1.3302,5.7973399,0,Cj,20.8,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,24/04/1984,4.33,7.2,359,1.3302,5.7973399,0,Cj,109.2,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,24/03/1987,4.66,7.2,359,1.3302,5.7973399,0,Cj,48.7,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,24/03/1977,6,7.2,359,1.3302,5.7973399,0,Cj,62.5,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,23/07/1984,4.45,7.2,359,1.3302,5.7973399,0,Cj,154.5,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,23/07/1982,4.92,7.2,359,1.3302,5.7973399,0,Cj,2.4,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,22/09/1980,5,7.2,359,1.3302,5.7973399,0,Cj,37.2,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,21/12/1977,5.55,7.2,359,1.3302,5.7973399,0,Cj,1.3,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,26/05/1990,3.7,7.2,359,1.3302,5.7973399,0,Cj,76.4,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,3/12/1979,0,7.2,359,1.3302,5.7973399,0,Cj,0,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,9/01/1984,4.35,7.2,359,1.3302,5.7973399,0,Cj,277.8,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,8/11/1978,4.7,7.2,359,1.3302,5.7973399,0,Cj,59.3,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,8/08/1974,4.55,7.2,359,1.3302,5.7973399,0,Cj,72.8,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,8/07/1980,5.71,7.2,359,1.3302,5.7973399,0,Cj,69.4,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,7/03/1988,4.84,7.2,359,1.3302,5.7973399,0,Cj,25.9,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,7/01/1975,4.55,7.2,359,1.3302,5.7973399,0,Cj,36.4,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,6/11/1979,0,7.2,359,1.3302,5.7973399,0,Cj,23.9,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,6/08/1979,4.69,7.2,359,1.3302,5.7973399,0,Cj,48.7,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,5/10/1978,4.7,7.2,359,1.3302,5.7973399,0,Cj,44.3,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,5/05/1978,6.3,7.2,359,1.3302,5.7973399,0,Cj,101.2,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,4/10/1985,4.41,7.2,359,1.3302,5.7973399,0,Cj,56.1,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,9/03/1990,4.02,7.2,359,1.3302,5.7973399,0,Cj,4,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,4/01/1979,4.99,7.2,359,1.3302,5.7973399,0,Cj,15.3,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,4/05/1989,2.3,7.2,359,1.3302,5.7973399,0,Cj,92.2,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,3/08/1990,2.87,7.2,359,1.3302,5.7973399,0,Cj,86.3,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,2/12/1980,0,7.2,359,1.3302,5.7973399,0,Cj,97.7,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,2/08/1985,4.68,7.2,359,1.3302,5.7973399,0,Cj,139,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,1/12/1981,4.55,7.2,359,1.3302,5.7973399,0,Cj,28.6,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,1/12/1978,4.8,7.2,359,1.3302,5.7973399,0,Cj,75.3,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,1/11/1982,5.53,7.2,359,1.3302,5.7973399,0,Cj,0.2,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,1/09/1982,5.18,7.2,359,1.3302,5.7973399,0,Cj,48.3,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,1/06/1979,4.73,7.2,359,1.3302,5.7973399,0,Cj,10.3,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,1/05/1979,5.24,7.2,359,1.3302,5.7973399,0,Cj,56.6,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,14/12/1982,5.95,7.2,359,1.3302,5.7973399,0,Cj,20.6,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,16/10/1979,0,7.2,359,1.3302,5.7973399,0,Cj,31.3,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,4/04/1979,5.32,7.2,359,1.3302,5.7973399,0,Cj,107.4,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,14/04/1980,6.04,7.2,359,1.3302,5.7973399,0,Cj,23.6,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,14/09/1978,4.59,7.2,359,1.3302,5.7973399,0,Cj,141.1,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,4/02/1977,5.5,7.2,359,1.3302,5.7973399,0,Cj,94.3,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,14/08/1975,4.7,7.2,359,1.3302,5.7973399,0,Cj,69.1,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,9/04/1974,6.4,7.2,359,1.3302,5.7973399,0,Cj,240.7,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,14/03/1978,6.04,7.2,359,1.3302,5.7973399,0,Cj,38.6,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,13/10/1981,4.39,7.2,359,1.3302,5.7973399,0,Cj,55.5,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,13/09/1988,3.82,7.2,359,1.3302,5.7973399,0,Cj,71.7,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,13/08/1987,3.95,7.2,359,1.3302,5.7973399,0,Cj,52.1,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,13/08/1981,4.33,7.2,359,1.3302,5.7973399,0,Cj,57.2,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,13/05/1974,5.5,7.2,359,1.3302,5.7973399,0,Cj,62.4,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,13/04/1978,6.24,7.2,359,1.3302,5.7973399,0,Cj,28.2,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,13/02/1975,4.22,7.2,359,1.3302,5.7973399,0,Cj,45.1,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,13/01/1981,5.75,7.2,359,1.3302,5.7973399,0,Cj,55.2,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,10/08/1978,4.97,7.2,359,1.3302,5.7973399,0,Cj,32.2,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,9/04/1975,4.56,7.2,359,1.3302,5.7973399,0,Cj,21.5,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,9/06/1975,4.71,7.2,359,1.3302,5.7973399,0,Cj,13.1,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,10/10/1989,3.12,7.2,359,1.3302,5.7973399,0,Cj,43.4,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,11/07/1974,4.85,7.2,359,1.3302,5.7973399,0,Cj,99.6,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,11/08/1983,5.01,7.2,359,1.3302,5.7973399,0,Cj,103.9,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,11/12/1989,3.5,7.2,359,1.3302,5.7973399,0,Cj,17.4,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,12/03/1974,6.27,7.2,359,1.3302,5.7973399,0,Cj,10.1,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,12/04/1983,6.66,7.2,359,1.3302,5.7973399,0,Cj,95,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,12/07/1978,5.33,7.2,359,1.3302,5.7973399,0,Cj,76.5,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,11/11/1980,5.08,7.2,359,1.3302,5.7973399,0,Cj,13,NA,148.1232,34.6879,7.2
GW031564,602880,6160994,-34.6879,148.1232,9/05/1985,4.71,7.2,359,1.3302,5.7973399,0,Cj,70.9,NA,148.1232,34.6879,7.2
GW031565,600784,6160124,-34.6959,148.1004,19/05/1980,7.83,16.2,336,0.995578,7.32831,4,Qa,96.6,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,18/05/1976,7.58,16.2,336,0.995578,7.32831,4,Qa,8.2,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,18/10/1983,0,16.2,336,0.995578,7.32831,4,Qa,79.5,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,18/11/1977,7.4,16.2,336,0.995578,7.32831,4,Qa,10.5,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,19/02/1981,7.63,16.2,336,0.995578,7.32831,4,Qa,76.2,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,19/02/1985,4.98,16.2,336,0.995578,7.32831,4,Qa,1,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,19/03/1982,7.2,16.2,336,0.995578,7.32831,4,Qa,107.7,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,19/03/1991,2.77,16.2,336,0.995578,7.32831,4,Qa,15.6,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,19/07/1988,4.2,16.2,336,0.995578,7.32831,4,Qa,93.3,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,18/02/1983,7.3,16.2,336,0.995578,7.32831,4,Qa,43,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,16/08/1989,1.53,16.2,336,0.995578,7.32831,4,Qa,65.9,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,19/05/1983,7.49,16.2,336,0.995578,7.32831,4,Qa,130.8,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,19/06/1978,8.93,16.2,336,0.995578,7.32831,4,Qa,61.5,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,19/04/1977,7.62,16.2,336,0.995578,7.32831,4,Qa,43.1,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,17/09/1979,7.55,16.2,336,0.995578,7.32831,4,Qa,53,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,17/06/1981,7.72,16.2,336,0.995578,7.32831,4,Qa,123.8,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,17/01/1980,7.64,16.2,336,0.995578,7.32831,4,Qa,48.4,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,17/01/1977,7.39,16.2,336,0.995578,7.32831,4,Qa,22,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,16/10/1990,1.78,16.2,336,0.995578,7.32831,4,Qa,60.1,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,16/05/1977,7.64,16.2,336,0.995578,7.32831,4,Qa,78.9,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,16/09/1975,7.9,16.2,336,0.995578,7.32831,4,Qa,90.4,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,30/11/1988,3.94,16.2,336,0.995578,7.32831,4,Qa,79.3,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,16/07/1979,7.67,16.2,336,0.995578,7.32831,4,Qa,19.1,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,16/06/1977,7.6,16.2,336,0.995578,7.32831,4,Qa,59.7,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,16/06/1976,7.5,16.2,336,0.995578,7.32831,4,Qa,6.3,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,16/02/1978,7.83,16.2,336,0.995578,7.32831,4,Qa,0.1,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,16/02/1979,0,16.2,336,0.995578,7.32831,4,Qa,4.3,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,20/04/1982,7.14,16.2,336,0.995578,7.32831,4,Qa,14.2,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,16/10/1979,7.47,16.2,336,0.995578,7.32831,4,Qa,31.3,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,25/11/1987,4.29,16.2,336,0.995578,7.32831,4,Qa,21.7,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,4/02/1977,7.45,16.2,336,0.995578,7.32831,4,Qa,94.3,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,15/10/1984,5,16.2,336,0.995578,7.32831,4,Qa,62.3,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,31/10/1974,7.8,16.2,336,0.995578,7.32831,4,Qa,187.8,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,30/05/1991,2.83,16.2,336,0.995578,7.32831,4,Qa,24.2,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,29/06/1982,7.15,16.2,336,0.995578,7.32831,4,Qa,26.6,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,29/05/1984,6.05,16.2,336,0.995578,7.32831,4,Qa,17.3,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,29/01/1982,7.14,16.2,336,0.995578,7.32831,4,Qa,12.4,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,28/12/1990,2.35,16.2,336,0.995578,7.32831,4,Qa,10.6,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,28/09/1982,7.13,16.2,336,0.995578,7.32831,4,Qa,48.3,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,28/04/1988,4.54,16.2,336,0.995578,7.32831,4,Qa,44.5,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,27/05/1981,0,16.2,336,0.995578,7.32831,4,Qa,59.3,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,26/05/1990,2.26,16.2,336,0.995578,7.32831,4,Qa,76.4,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,29/08/1980,7.6,16.2,336,0.995578,7.32831,4,Qa,46.4,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,26/02/1980,7.82,16.2,336,0.995578,7.32831,4,Qa,27.5,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,20/09/1977,7.4,16.2,336,0.995578,7.32831,4,Qa,40.3,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,25/10/1977,7.36,16.2,336,0.995578,7.32831,4,Qa,0.7,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,25/06/1974,10,16.2,336,0.995578,7.32831,4,Qa,23,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,25/05/1982,7.14,16.2,336,0.995578,7.32831,4,Qa,3,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,25/03/1976,7.65,16.2,336,0.995578,7.32831,4,Qa,20.8,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,24/04/1984,6.05,16.2,336,0.995578,7.32831,4,Qa,109.2,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,24/03/1987,3.67,16.2,336,0.995578,7.32831,4,Qa,48.7,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,23/07/1984,5.68,16.2,336,0.995578,7.32831,4,Qa,154.5,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,23/07/1982,7.12,16.2,336,0.995578,7.32831,4,Qa,2.4,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,22/09/1980,7.62,16.2,336,0.995578,7.32831,4,Qa,37.2,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,22/08/1977,7.55,16.2,336,0.995578,7.32831,4,Qa,16,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,21/12/1977,7.78,16.2,336,0.995578,7.32831,4,Qa,1.3,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,21/06/1989,1.75,16.2,336,0.995578,7.32831,4,Qa,55.6,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,21/05/1975,8.18,16.2,336,0.995578,7.32831,4,Qa,23.4,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,26/03/1981,7.8,16.2,336,0.995578,7.32831,4,Qa,13.9,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,3/12/1979,7.5,16.2,336,0.995578,7.32831,4,Qa,0,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,9/03/1990,2.7,16.2,336,0.995578,7.32831,4,Qa,4,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,9/01/1984,6.56,16.2,336,0.995578,7.32831,4,Qa,277.8,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,8/11/1978,0,16.2,336,0.995578,7.32831,4,Qa,59.3,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,8/08/1974,9.6,16.2,336,0.995578,7.32831,4,Qa,72.8,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,8/07/1980,7.71,16.2,336,0.995578,7.32831,4,Qa,69.4,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,7/10/1976,7.35,16.2,336,0.995578,7.32831,4,Qa,90.5,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,7/03/1988,4.57,16.2,336,0.995578,7.32831,4,Qa,25.9,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,7/01/1976,7.7,16.2,336,0.995578,7.32831,4,Qa,112,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,6/11/1979,7.5,16.2,336,0.995578,7.32831,4,Qa,23.9,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,6/08/1979,7.6,16.2,336,0.995578,7.32831,4,Qa,48.7,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,5/10/1978,7.63,16.2,336,0.995578,7.32831,4,Qa,44.3,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,5/05/1978,8.04,16.2,336,0.995578,7.32831,4,Qa,101.2,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,9/04/1974,10.88,16.2,336,0.995578,7.32831,4,Qa,240.7,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,4/01/1979,0,16.2,336,0.995578,7.32831,4,Qa,15.3,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,4/10/1985,4.67,16.2,336,0.995578,7.32831,4,Qa,56.1,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,3/08/1990,1.55,16.2,336,0.995578,7.32831,4,Qa,86.3,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,3/01/1975,8.46,16.2,336,0.995578,7.32831,4,Qa,36.4,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,2/12/1980,7.58,16.2,336,0.995578,7.32831,4,Qa,97.7,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,2/09/1976,7.4,16.2,336,0.995578,7.32831,4,Qa,93,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,2/08/1985,4.82,16.2,336,0.995578,7.32831,4,Qa,139,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,1/12/1981,7.14,16.2,336,0.995578,7.32831,4,Qa,28.6,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,1/12/1978,0,16.2,336,0.995578,7.32831,4,Qa,75.3,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,1/11/1982,7.15,16.2,336,0.995578,7.32831,4,Qa,0.2,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,1/09/1982,7.12,16.2,336,0.995578,7.32831,4,Qa,48.3,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,1/06/1979,7.8,16.2,336,0.995578,7.32831,4,Qa,10.3,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,15/09/1981,7.3,16.2,336,0.995578,7.32831,4,Qa,28.5,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,4/05/1989,2.32,16.2,336,0.995578,7.32831,4,Qa,92.2,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,1/05/1979,7.85,16.2,336,0.995578,7.32831,4,Qa,56.6,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,4/04/1979,7.91,16.2,336,0.995578,7.32831,4,Qa,107.4,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,14/04/1980,7.84,16.2,336,0.995578,7.32831,4,Qa,23.6,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,13/04/1975,8.08,16.2,336,0.995578,7.32831,4,Qa,21.5,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,13/05/1974,10.36,16.2,336,0.995578,7.32831,4,Qa,62.4,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,13/08/1981,7.45,16.2,336,0.995578,7.32831,4,Qa,57.2,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,13/08/1987,3.33,16.2,336,0.995578,7.32831,4,Qa,52.1,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,13/09/1988,3.95,16.2,336,0.995578,7.32831,4,Qa,71.7,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,13/02/1975,8.25,16.2,336,0.995578,7.32831,4,Qa,45.1,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,14/03/1975,7.99,16.2,336,0.995578,7.32831,4,Qa,42.7,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,14/09/1978,7.7,16.2,336,0.995578,7.32831,4,Qa,141.1,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,14/07/1976,7.5,16.2,336,0.995578,7.32831,4,Qa,21.4,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,14/08/1975,8,16.2,336,0.995578,7.32831,4,Qa,69.1,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,9/04/1975,8.22,16.2,336,0.995578,7.32831,4,Qa,21.5,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,14/12/1982,7.26,16.2,336,0.995578,7.32831,4,Qa,20.6,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,15/01/1999,6,16.2,336,0.995578,7.32831,4,Qa,95.7,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,15/02/1974,10.8,16.2,336,0.995578,7.32831,4,Qa,67.7,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,13/10/1981,7.28,16.2,336,0.995578,7.32831,4,Qa,55.5,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,10/08/1978,7.7,16.2,336,0.995578,7.32831,4,Qa,32.2,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,9/06/1975,8.15,16.2,336,0.995578,7.32831,4,Qa,13.1,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,9/12/1974,8.48,16.2,336,0.995578,7.32831,4,Qa,5.2,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,10/10/1989,1.81,16.2,336,0.995578,7.32831,4,Qa,43.4,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,11/07/1974,9.98,16.2,336,0.995578,7.32831,4,Qa,99.6,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,11/08/1983,7.35,16.2,336,0.995578,7.32831,4,Qa,103.9,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,11/11/1980,7.68,16.2,336,0.995578,7.32831,4,Qa,13,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,12/03/1974,10.62,16.2,336,0.995578,7.32831,4,Qa,10.1,NA,148.1004,34.6959,16.2
GW031565,600784,6160124,-34.6959,148.1004,12/04/1983,0,16.2,336,0.995578,7.32831,4,Qa,95,NA,148.1004,34.6959,16.2
