FID,FID_,Work_No,Measuremen,Standing_W,Easting,Longitude,Latitude,Northing,Elevation,Slope__deg,Wetness_in,MRVBF,Lithology,Drilled_De,Salinity,RASTERVALU
35,35,GW014595,,5.600000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
36,36,GW014595,,4.990000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
37,37,GW014595,,0.000000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
38,38,GW014595,,0.470000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
39,39,GW014595,,0.000000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
40,40,GW014595,,5.240000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
41,41,GW014595,,4.510000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
42,42,GW014595,,0.870000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
43,43,GW014595,,0.600000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
44,44,GW014595,,4.630000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
45,45,GW014595,,4.280000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
46,46,GW014595,,5.490000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
47,47,GW014595,,5.180000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
48,48,GW014595,,0.000000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
49,49,GW014595,,4.420000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
50,50,GW014595,,0.750000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
51,51,GW014595,,4.540000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
52,52,GW014595,,5.300000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
53,53,GW014595,,4.520000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
54,54,GW014595,,3.940000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
55,55,GW014595,,4.930000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
56,56,GW014595,,5.340000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
57,57,GW014595,,0.000000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
58,58,GW014595,,4.570000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
59,59,GW014595,,0.000000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
60,60,GW014595,,0.000000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
61,61,GW014595,,1.400000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
62,62,GW014595,,4.250000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
63,63,GW014595,,0.000000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
64,64,GW014595,,0.000000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
65,65,GW014595,,1.770000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
66,66,GW014595,,0.000000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
67,67,GW014595,,5.130000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
68,68,GW014595,,3.310000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
69,69,GW014595,,0.000000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
70,70,GW014595,,4.770000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
71,71,GW014595,,4.610000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
72,72,GW014595,,4.460000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
73,73,GW014595,,4.350000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
74,74,GW014595,,0.000000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
75,75,GW014595,,0.000000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
76,76,GW014595,,0.000000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
77,77,GW014595,,0.000000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
78,78,GW014595,,1.600000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
79,79,GW014595,,5.310000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
80,80,GW014595,,2.560000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
81,81,GW014595,,2.230000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
82,82,GW014595,,6.500000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
83,83,GW014595,,1.690000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
84,84,GW014595,,5.120000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
85,85,GW014595,,0.000000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
86,86,GW014595,,5.030000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
87,87,GW014595,,1.250000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
88,88,GW014595,,3.070000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
89,89,GW014595,,5.410000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
90,90,GW014595,,7.450000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
91,91,GW014595,,0.000000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
92,92,GW014595,,0.000000000000000,598939,148.080400000000000,-34.706800000000001,6158942,320,0.739595000000000,7.925570000000000,4,1,13.100000000000000,NA,1
93,93,GW014742,,5.400000000000000,603490,148.132299999999990,-34.871499999999997,6140622,280,3.942159900000000,5.437900100000000,2,3,36.600000000000001,NA,3
94,94,GW020020,,7.800000000000000,599025,148.079800000000010,-34.591500000000003,6171727,393,1.138280000000000,7.990049800000000,3,7,0.000000000000000,NA,7
95,95,GW020020,,3.900000000000000,599025,148.079800000000010,-34.591500000000003,6171727,393,1.138280000000000,7.990049800000000,3,7,0.000000000000000,NA,7
96,96,GW020020,,1.800000000000000,599025,148.079800000000010,-34.591500000000003,6171727,393,1.138280000000000,7.990049800000000,3,7,0.000000000000000,NA,7
97,97,GW020020,,0.000000000000000,599025,148.079800000000010,-34.591500000000003,6171727,393,1.138280000000000,7.990049800000000,3,7,0.000000000000000,NA,7
98,98,GW020081,,6.410000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
99,99,GW020081,,0.000000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
100,100,GW020081,,3.110000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
101,101,GW020081,,6.750000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
102,102,GW020081,,3.670000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
103,103,GW020081,,6.600000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
104,104,GW020081,,6.740000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
105,105,GW020081,,0.000000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
106,106,GW020081,,6.540000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
107,107,GW020081,,6.380000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
108,108,GW020081,,6.650000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
109,109,GW020081,,6.290000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
110,110,GW020081,,7.110000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
111,111,GW020081,,7.200000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
112,112,GW020081,,1.320000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
113,113,GW020081,,6.370000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
114,114,GW020081,,6.330000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
115,115,GW020081,,6.590000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
116,116,GW020081,,0.000000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
117,117,GW020081,,10.109999999999999,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
118,118,GW020081,,3.240000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
119,119,GW020081,,6.620000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
120,120,GW020081,,3.100000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
121,121,GW020081,,6.370000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
122,122,GW020081,,6.340000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
123,123,GW020081,,6.740000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
124,124,GW020081,,1.670000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
125,125,GW020081,,6.580000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
126,126,GW020081,,3.300000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
127,127,GW020081,,3.000000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
128,128,GW020081,,6.210000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
129,129,GW020081,,6.200000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
130,130,GW020081,,2.480000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
131,131,GW020081,,6.230000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
132,132,GW020081,,3.590000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
133,133,GW020081,,6.830000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
134,134,GW020081,,4.610000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
135,135,GW020081,,6.820000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
136,136,GW020081,,6.220000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
137,137,GW020081,,2.570000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
138,138,GW020081,,9.300000000000001,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
139,139,GW020081,,6.210000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
140,140,GW020081,,4.650000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
141,141,GW020081,,2.730000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
142,142,GW020081,,0.000000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
143,143,GW020081,,6.180000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
144,144,GW020081,,6.620000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
145,145,GW020081,,6.400000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
146,146,GW020081,,1.170000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
147,147,GW020081,,7.530000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
148,148,GW020081,,2.570000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
149,149,GW020081,,7.470000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
150,150,GW020081,,0.000000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
151,151,GW020081,,0.000000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
152,152,GW020081,,8.900000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
153,153,GW020081,,6.650000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
154,154,GW020081,,3.350000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
155,155,GW020081,,6.980000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
156,156,GW020081,,6.460000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
157,157,GW020081,,6.330000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
158,158,GW020081,,6.450000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
159,159,GW020081,,0.000000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
160,160,GW020081,,2.800000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
161,161,GW020081,,6.410000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
162,162,GW020081,,1.380000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
163,163,GW020081,,6.230000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
164,164,GW020081,,6.540000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
165,165,GW020081,,1.420000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
166,166,GW020081,,8.170000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
167,167,GW020081,,6.720000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
168,168,GW020081,,3.580000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
169,169,GW020081,,6.070000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
170,170,GW020081,,0.000000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
171,171,GW020081,,6.280000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
172,172,GW020081,,6.210000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
173,173,GW020081,,6.390000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
174,174,GW020081,,3.410000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
175,175,GW020081,,7.700000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
176,176,GW020081,,6.400000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
177,177,GW020081,,7.660000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
178,178,GW020081,,6.700000000000000,599709,148.088699999999990,-34.700899999999997,6159581,325,0.327336000000000,9.667280200000000,4,1,0.000000000000000,NA,1
