FID,Work_No,Measuremen,Standing_W,Easting,Longitude,Latitude,Northing,Muttama_Mr,Slope,swi1,dem,Lithology1,Lithology_
299,GW022280,14/09/1997 0:00:00,1.630000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
300,GW022280,15/01/1971 0:00:00,10.060000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
301,GW022280,15/01/1999 0:00:00,1.600000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
302,GW022280,15/06/1998 0:00:00,3.070000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
303,GW022280,15/07/1992 0:00:00,1.450000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
304,GW022280,16/08/1997 0:00:00,1.800000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
305,GW022280,16/02/1997 0:00:00,1.850000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
306,GW022280,18/05/1995 0:00:00,2.460000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
307,GW022280,16/06/1997 0:00:00,2.130000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
308,GW022280,22/07/1997 0:00:00,2.030000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
309,GW022280,16/11/1996 0:00:00,0.940000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
310,GW022280,16/12/1993 0:00:00,0.790000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
311,GW022280,17/03/1994 0:00:00,1.400000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
312,GW022280,17/06/1994 0:00:00,1.370000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
313,GW022280,16/01/1998 0:00:00,2.510000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
314,GW022280,26/11/1998 0:00:00,1.240000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
315,GW022280,14/09/1996 0:00:00,0.530000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
316,GW022280,17/12/1996 0:00:00,1.220000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
317,GW022280,31/03/1998 0:00:00,2.950000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
318,GW022280,30/01/1995 0:00:00,2.110000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
319,GW022280,29/12/1996 0:00:00,1.240000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
320,GW022280,29/10/1994 0:00:00,1.500000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
321,GW022280,28/12/1998 0:00:00,1.680000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
322,GW022280,28/12/1994 0:00:00,2.130000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
323,GW022280,28/05/1994 0:00:00,1.470000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
324,GW022280,28/04/1996 0:00:00,2.030000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
325,GW022280,28/02/1997 0:00:00,1.930000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
326,GW022280,28/01/1997 0:00:00,1.630000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
327,GW022280,24/03/1996 0:00:00,1.850000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
328,GW022280,27/06/1997 0:00:00,2.060000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
329,GW022280,22/12/1997 0:00:00,2.360000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
330,GW022280,26/06/1998 0:00:00,2.920000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
331,GW022280,26/02/1996 0:00:00,1.600000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
332,GW022280,25/02/1998 0:00:00,2.740000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
333,GW022280,25/01/1998 0:00:00,2.570000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
334,GW022280,24/09/1994 0:00:00,1.270000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
335,GW022280,24/09/1993 0:00:00,0.430000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
336,GW022280,24/07/1998 0:00:00,2.410000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
337,GW022280,24/03/1997 0:00:00,2.060000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
338,GW022280,23/12/1994 0:00:00,2.030000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
339,GW022280,23/08/1995 0:00:00,1.220000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
340,GW022280,23/04/1994 0:00:00,1.500000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
341,GW022280,23/02/1995 0:00:00,2.410000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
342,GW022280,27/09/1997 0:00:00,1.570000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
343,GW022280,4/05/1997 0:00:00,2.180000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
344,GW022280,8/03/1996 0:00:00,1.700000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
345,GW022280,8/03/1994 0:00:00,1.420000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
346,GW022280,8/01/1973 0:00:00,11.279999999999999,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
347,GW022280,7/11/1995 0:00:00,1.220000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
348,GW022280,7/04/1997 0:00:00,2.130000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
349,GW022280,6/12/1995 0:00:00,0.840000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
350,GW022280,6/09/1994 0:00:00,1.220000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
351,GW022280,6/08/1998 0:00:00,1.910000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
352,GW022280,6/07/1998 0:00:00,2.840000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
353,GW022280,6/03/1995 0:00:00,2.510000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
354,GW022280,5/07/1995 0:00:00,1.960000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
355,GW022280,5/06/1993 0:00:00,1.630000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
356,GW022280,8/03/1997 0:00:00,1.980000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
357,GW022280,4/06/1997 0:00:00,2.160000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
358,GW022280,1/10/1993 0:00:00,0.480000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
359,GW022280,4/04/1998 0:00:00,3.000000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
360,GW022280,4/03/1993 0:00:00,1.450000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
361,GW022280,3/08/1993 0:00:00,0.560000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
362,GW022280,3/06/1992 0:00:00,1.370000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
363,GW022280,3/03/1998 0:00:00,2.790000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
364,GW022280,2/11/1997 0:00:00,1.800000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
365,GW022280,2/10/1994 0:00:00,1.220000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
366,GW022280,2/05/1998 0:00:00,3.050000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
367,GW022280,2/02/1998 0:00:00,2.620000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
368,GW022280,1/11/1987 0:00:00,1.500000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
369,GW022280,1/09/1997 0:00:00,1.800000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
370,GW022280,18/12/1997 0:00:00,2.310000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
371,GW022280,14/05/1997 0:00:00,2.210000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
372,GW022280,4/08/1997 0:00:00,1.960000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
373,GW022280,13/01/1996 0:00:00,0.840000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
374,GW022280,12/04/1995 0:00:00,2.790000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
375,GW022280,12/06/1995 0:00:00,2.110000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
376,GW022280,12/07/1996 0:00:00,1.520000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
377,GW022280,12/10/1997 0:00:00,1.600000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
378,GW022280,12/10/1998 0:00:00,0.740000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
379,GW022280,12/01/1998 0:00:00,2.490000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
380,GW022280,12/12/1997 0:00:00,2.260000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
381,GW022280,14/01/1995 0:00:00,2.210000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
382,GW022280,13/03/1995 0:00:00,2.620000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
383,GW022280,13/07/1995 0:00:00,1.800000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
384,GW022280,13/09/1998 0:00:00,0.710000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
385,GW022280,8/07/1997 0:00:00,2.030000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
386,GW022280,14/02/1995 0:00:00,2.310000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
387,GW022280,1/09/1993 0:00:00,0.640000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
388,GW022280,12/11/1994 0:00:00,1.570000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
389,GW022280,9/10/1993 0:00:00,0.330000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
390,GW022280,9/02/1998 0:00:00,2.670000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
391,GW022280,9/01/1997 0:00:00,1.450000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
392,GW022280,9/04/1996 0:00:00,1.930000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
393,GW022280,8/09/1995 0:00:00,1.240000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
394,GW022280,9/06/1998 0:00:00,3.070000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
395,GW022280,9/11/1996 0:00:00,0.790000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
396,GW022280,10/05/1996 0:00:00,1.980000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
397,GW022280,10/10/1995 0:00:00,1.300000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
398,GW022280,11/01/1999 0:00:00,1.800000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
399,GW022280,11/08/1996 0:00:00,0.560000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
400,GW022280,11/05/1995 0:00:00,2.740000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
401,GW022280,1/06/1998 0:00:00,3.050000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
402,GW022280,9/05/1993 0:00:00,1.750000000000000,602497.000000000000000,148.118400000000010,-34.647599999999997,6165465.000000000000000,3,2.9962399,6.1106601,393,3,3
403,GW022543,8/07/1998 0:00:00,1.000000000000000,599743.000000000000000,148.087300000000000,-34.565899999999999,6174553.000000000000000,2,1.9528900,5.7581301,429,3,3
404,GW022544,8/07/1998 0:00:00,2.800000000000000,596983.000000000000000,148.057300000000000,-34.572600000000001,6173843.000000000000000,3,1.0749800,6.7068100,389,7,7
405,GW022545,8/07/1998 0:00:00,2.900000000000000,597707.000000000000000,148.065100000000000,-34.563699999999997,6174821.000000000000000,1,5.8197799,5.4327998,424,7,7
406,GW023305,1/10/1994 0:00:00,3.400000000000000,583581.000000000000000,147.912299999999990,-34.674300000000002,6162698.000000000000000,0,4.0531101,5.0963202,418,9,9
407,GW023305,23/06/1994 0:00:00,2.800000000000000,583581.000000000000000,147.912299999999990,-34.674300000000002,6162698.000000000000000,0,4.0531101,5.0963202,418,9,9
408,GW023305,16/07/1994 0:00:00,2.850000000000000,583581.000000000000000,147.912299999999990,-34.674300000000002,6162698.000000000000000,0,4.0531101,5.0963202,418,9,9
409,GW023305,8/04/1994 0:00:00,3.010000000000000,583581.000000000000000,147.912299999999990,-34.674300000000002,6162698.000000000000000,0,4.0531101,5.0963202,418,9,9
410,GW023305,10/05/1994 0:00:00,2.920000000000000,583581.000000000000000,147.912299999999990,-34.674300000000002,6162698.000000000000000,0,4.0531101,5.0963202,418,9,9
411,GW023562,15/10/1996 0:00:00,0.000000000000000,585502.000000000000000,147.932899999999990,-34.637900000000002,6166717.000000000000000,0,0.9980690,6.9038401,418,9,9
412,GW024025,23/06/1994 0:00:00,3.220000000000000,587857.000000000000000,147.959499999999990,-34.722299999999997,6157329.000000000000000,3,2.6712000,6.1407599,369,17,17
413,GW024025,7/04/1994 0:00:00,3.300000000000000,587857.000000000000000,147.959499999999990,-34.722299999999997,6157329.000000000000000,3,2.6712000,6.1407599,369,17,17
414,GW024025,10/05/1994 0:00:00,3.200000000000000,587857.000000000000000,147.959499999999990,-34.722299999999997,6157329.000000000000000,3,2.6712000,6.1407599,369,17,17
415,GW024025,1/10/1994 0:00:00,3.650000000000000,587857.000000000000000,147.959499999999990,-34.722299999999997,6157329.000000000000000,3,2.6712000,6.1407599,369,17,17
416,GW024097,15/10/1996 0:00:00,2.800000000000000,589080.000000000000000,147.972299999999990,-34.672100000000000,6162893.000000000000000,2,4.8986301,5.5131302,417,9,9
417,GW025269,15/01/1999 0:00:00,2.350000000000000,592388.000000000000000,148.011799999999990,-34.945900000000002,6132484.000000000000000,2,2.9730799,5.2690101,485,9,9
418,GW025269,1/11/1987 0:00:00,6.800000000000000,592388.000000000000000,148.011799999999990,-34.945900000000002,6132484.000000000000000,2,2.9730799,5.2690101,485,9,9
419,GW025453,15/01/1999 0:00:00,6.820000000000000,599651.000000000000000,148.091199999999990,-34.939300000000003,6133147.000000000000000,3,3.5102301,6.1744900,340,1,1
420,GW025453,28/10/2003 0:00:00,10.020000000000000,599651.000000000000000,148.091199999999990,-34.939300000000003,6133147.000000000000000,3,3.5102301,6.1744900,340,1,1
421,GW025453,23/10/2001 0:00:00,7.300000000000000,599651.000000000000000,148.091199999999990,-34.939300000000003,6133147.000000000000000,3,3.5102301,6.1744900,340,1,1
422,GW025453,20/04/2004 0:00:00,0.000000000000000,599651.000000000000000,148.091199999999990,-34.939300000000003,6133147.000000000000000,3,3.5102301,6.1744900,340,1,1
423,GW025453,20/03/2002 0:00:00,8.460000000000001,599651.000000000000000,148.091199999999990,-34.939300000000003,6133147.000000000000000,3,3.5102301,6.1744900,340,1,1
424,GW025453,15/04/2003 0:00:00,10.279999999999999,599651.000000000000000,148.091199999999990,-34.939300000000003,6133147.000000000000000,3,3.5102301,6.1744900,340,1,1
425,GW025453,3/04/2001 0:00:00,7.500000000000000,599651.000000000000000,148.091199999999990,-34.939300000000003,6133147.000000000000000,3,3.5102301,6.1744900,340,1,1
426,GW025453,1/11/1987 0:00:00,5.300000000000000,599651.000000000000000,148.091199999999990,-34.939300000000003,6133147.000000000000000,3,3.5102301,6.1744900,340,1,1
427,GW025453,16/10/2002 0:00:00,9.080000000000000,599651.000000000000000,148.091199999999990,-34.939300000000003,6133147.000000000000000,3,3.5102301,6.1744900,340,1,1
428,GW025481,15/04/2003 0:00:00,6.860000000000000,600394.000000000000000,148.097600000000000,-34.807299999999998,6147773.000000000000000,1,4.7410202,4.8738999,288,13,16
429,GW025481,28/10/2003 0:00:00,6.600000000000000,600394.000000000000000,148.097600000000000,-34.807299999999998,6147773.000000000000000,1,4.7410202,4.8738999,288,13,16
430,GW025481,24/10/2006 0:00:00,7.720000000000000,600394.000000000000000,148.097600000000000,-34.807299999999998,6147773.000000000000000,1,4.7410202,4.8738999,288,13,16
431,GW025481,23/10/2001 0:00:00,5.830000000000000,600394.000000000000000,148.097600000000000,-34.807299999999998,6147773.000000000000000,1,4.7410202,4.8738999,288,13,16
432,GW025481,20/10/2004 0:00:00,7.080000000000000,600394.000000000000000,148.097600000000000,-34.807299999999998,6147773.000000000000000,1,4.7410202,4.8738999,288,13,16
433,GW025481,20/04/2004 0:00:00,7.400000000000000,600394.000000000000000,148.097600000000000,-34.807299999999998,6147773.000000000000000,1,4.7410202,4.8738999,288,13,16
434,GW025481,20/03/2002 0:00:00,6.370000000000000,600394.000000000000000,148.097600000000000,-34.807299999999998,6147773.000000000000000,1,4.7410202,4.8738999,288,13,16
435,GW025481,1/11/1987 0:00:00,5.300000000000000,600394.000000000000000,148.097600000000000,-34.807299999999998,6147773.000000000000000,1,4.7410202,4.8738999,288,13,16
436,GW025481,16/10/2002 0:00:00,6.300000000000000,600394.000000000000000,148.097600000000000,-34.807299999999998,6147773.000000000000000,1,4.7410202,4.8738999,288,13,16
437,GW025481,15/01/1999 0:00:00,4.730000000000000,600394.000000000000000,148.097600000000000,-34.807299999999998,6147773.000000000000000,1,4.7410202,4.8738999,288,13,16
438,GW025481,12/04/2005 0:00:00,7.700000000000000,600394.000000000000000,148.097600000000000,-34.807299999999998,6147773.000000000000000,1,4.7410202,4.8738999,288,13,16
439,GW025481,11/04/2006 0:00:00,7.200000000000000,600394.000000000000000,148.097600000000000,-34.807299999999998,6147773.000000000000000,1,4.7410202,4.8738999,288,13,16
440,GW025481,3/04/2001 0:00:00,5.700000000000000,600394.000000000000000,148.097600000000000,-34.807299999999998,6147773.000000000000000,1,4.7410202,4.8738999,288,13,16
441,GW025481,18/10/2005 0:00:00,6.570000000000000,600394.000000000000000,148.097600000000000,-34.807299999999998,6147773.000000000000000,1,4.7410202,4.8738999,288,13,16
442,GW025532,1/11/1987 0:00:00,0.000000000000000,585246.000000000000000,147.930100000000010,-34.638700000000000,6166626.000000000000000,3,0.8702900,7.6407800,415,9,9
443,GW025532,15/10/1996 0:00:00,0.000000000000000,585246.000000000000000,147.930100000000010,-34.638700000000000,6166626.000000000000000,3,0.8702900,7.6407800,415,9,9
444,GW025532,15/01/1999 0:00:00,0.000000000000000,585246.000000000000000,147.930100000000010,-34.638700000000000,6166626.000000000000000,3,0.8702900,7.6407800,415,9,9
445,GW025708,20/10/2004 0:00:00,2.370000000000000,583140.000000000000000,147.907600000000000,-34.682600000000001,6161778.000000000000000,3,1.8595999,6.0271702,396,17,17
446,GW025708,11/04/2006 0:00:00,3.000000000000000,583140.000000000000000,147.907600000000000,-34.682600000000001,6161778.000000000000000,3,1.8595999,6.0271702,396,17,17
447,GW025708,14/10/1997 0:00:00,0.900000000000000,583140.000000000000000,147.907600000000000,-34.682600000000001,6161778.000000000000000,3,1.8595999,6.0271702,396,17,17
448,GW025708,15/04/2003 0:00:00,2.200000000000000,583140.000000000000000,147.907600000000000,-34.682600000000001,6161778.000000000000000,3,1.8595999,6.0271702,396,17,17
449,GW025708,16/07/1994 0:00:00,0.750000000000000,583140.000000000000000,147.907600000000000,-34.682600000000001,6161778.000000000000000,3,1.8595999,6.0271702,396,17,17
450,GW025708,17/10/2002 0:00:00,1.580000000000000,583140.000000000000000,147.907600000000000,-34.682600000000001,6161778.000000000000000,3,1.8595999,6.0271702,396,17,17
451,GW025708,18/10/2005 0:00:00,2.570000000000000,583140.000000000000000,147.907600000000000,-34.682600000000001,6161778.000000000000000,3,1.8595999,6.0271702,396,17,17
452,GW025708,10/05/1994 0:00:00,0.400000000000000,583140.000000000000000,147.907600000000000,-34.682600000000001,6161778.000000000000000,3,1.8595999,6.0271702,396,17,17
453,GW025708,20/04/2004 0:00:00,2.520000000000000,583140.000000000000000,147.907600000000000,-34.682600000000001,6161778.000000000000000,3,1.8595999,6.0271702,396,17,17
454,GW025708,12/04/2005 0:00:00,2.840000000000000,583140.000000000000000,147.907600000000000,-34.682600000000001,6161778.000000000000000,3,1.8595999,6.0271702,396,17,17
455,GW025708,23/06/1994 0:00:00,0.550000000000000,583140.000000000000000,147.907600000000000,-34.682600000000001,6161778.000000000000000,3,1.8595999,6.0271702,396,17,17
456,GW025708,23/10/2001 0:00:00,1.020000000000000,583140.000000000000000,147.907600000000000,-34.682600000000001,6161778.000000000000000,3,1.8595999,6.0271702,396,17,17
457,GW025708,24/10/2006 0:00:00,3.570000000000000,583140.000000000000000,147.907600000000000,-34.682600000000001,6161778.000000000000000,3,1.8595999,6.0271702,396,17,17
458,GW025708,28/10/2003 0:00:00,1.980000000000000,583140.000000000000000,147.907600000000000,-34.682600000000001,6161778.000000000000000,3,1.8595999,6.0271702,396,17,17
459,GW025708,1/01/1997 0:00:00,0.400000000000000,583140.000000000000000,147.907600000000000,-34.682600000000001,6161778.000000000000000,3,1.8595999,6.0271702,396,17,17
460,GW025708,20/03/2002 0:00:00,1.210000000000000,583140.000000000000000,147.907600000000000,-34.682600000000001,6161778.000000000000000,3,1.8595999,6.0271702,396,17,17
461,GW025708,3/06/1997 0:00:00,0.600000000000000,583140.000000000000000,147.907600000000000,-34.682600000000001,6161778.000000000000000,3,1.8595999,6.0271702,396,17,17
462,GW025708,1/02/1997 0:00:00,0.500000000000000,583140.000000000000000,147.907600000000000,-34.682600000000001,6161778.000000000000000,3,1.8595999,6.0271702,396,17,17
463,GW025708,1/10/1994 0:00:00,1.000000000000000,583140.000000000000000,147.907600000000000,-34.682600000000001,6161778.000000000000000,3,1.8595999,6.0271702,396,17,17
