FID,Work_No,Measuremen,Standing_W,Easting,Longitude,Latitude,Northing,Muttama_Mr,Slope,swi1,dem,Lithology1,Lithology_
1051,GW040594,13/08/1987 0:00:00,1.750000000000000,603241.000000000000000,148.127000000000010,-34.683700000000002,6161452.000000000000000,0,2.4842801,4.6375299,363,3,3
1052,GW040594,13/09/1988 0:00:00,0.780000000000000,603241.000000000000000,148.127000000000010,-34.683700000000002,6161452.000000000000000,0,2.4842801,4.6375299,363,3,3
1053,GW040594,13/02/1975 0:00:00,2.040000000000000,603241.000000000000000,148.127000000000010,-34.683700000000002,6161452.000000000000000,0,2.4842801,4.6375299,363,3,3
1054,GW040594,14/03/1978 0:00:00,2.740000000000000,603241.000000000000000,148.127000000000010,-34.683700000000002,6161452.000000000000000,0,2.4842801,4.6375299,363,3,3
1055,GW040594,14/08/1975 0:00:00,2.200000000000000,603241.000000000000000,148.127000000000010,-34.683700000000002,6161452.000000000000000,0,2.4842801,4.6375299,363,3,3
1056,GW040594,14/07/1976 0:00:00,2.170000000000000,603241.000000000000000,148.127000000000010,-34.683700000000002,6161452.000000000000000,0,2.4842801,4.6375299,363,3,3
1057,GW040594,9/04/1974 0:00:00,2.600000000000000,603241.000000000000000,148.127000000000010,-34.683700000000002,6161452.000000000000000,0,2.4842801,4.6375299,363,3,3
1058,GW040594,14/09/1978 0:00:00,1.800000000000000,603241.000000000000000,148.127000000000010,-34.683700000000002,6161452.000000000000000,0,2.4842801,4.6375299,363,3,3
1059,GW040594,5/05/1978 0:00:00,2.740000000000000,603241.000000000000000,148.127000000000010,-34.683700000000002,6161452.000000000000000,0,2.4842801,4.6375299,363,3,3
1060,GW040594,15/01/1999 0:00:00,2.170000000000000,603241.000000000000000,148.127000000000010,-34.683700000000002,6161452.000000000000000,0,2.4842801,4.6375299,363,3,3
1061,GW040594,15/02/1974 0:00:00,2.400000000000000,603241.000000000000000,148.127000000000010,-34.683700000000002,6161452.000000000000000,0,2.4842801,4.6375299,363,3,3
1062,GW040594,13/10/1981 0:00:00,2.120000000000000,603241.000000000000000,148.127000000000010,-34.683700000000002,6161452.000000000000000,0,2.4842801,4.6375299,363,3,3
1063,GW040594,9/12/1974 0:00:00,1.760000000000000,603241.000000000000000,148.127000000000010,-34.683700000000002,6161452.000000000000000,0,2.4842801,4.6375299,363,3,3
1064,GW040594,14/12/1982 0:00:00,2.750000000000000,603241.000000000000000,148.127000000000010,-34.683700000000002,6161452.000000000000000,0,2.4842801,4.6375299,363,3,3
1065,GW040594,13/01/1981 0:00:00,0.000000000000000,603241.000000000000000,148.127000000000010,-34.683700000000002,6161452.000000000000000,0,2.4842801,4.6375299,363,3,3
1066,GW040594,9/04/1975 0:00:00,2.260000000000000,603241.000000000000000,148.127000000000010,-34.683700000000002,6161452.000000000000000,0,2.4842801,4.6375299,363,3,3
1067,GW040594,9/06/1975 0:00:00,2.220000000000000,603241.000000000000000,148.127000000000010,-34.683700000000002,6161452.000000000000000,0,2.4842801,4.6375299,363,3,3
1068,GW040594,10/08/1978 0:00:00,1.970000000000000,603241.000000000000000,148.127000000000010,-34.683700000000002,6161452.000000000000000,0,2.4842801,4.6375299,363,3,3
1069,GW040594,10/10/1989 0:00:00,1.910000000000000,603241.000000000000000,148.127000000000010,-34.683700000000002,6161452.000000000000000,0,2.4842801,4.6375299,363,3,3
1070,GW040594,11/07/1974 0:00:00,1.900000000000000,603241.000000000000000,148.127000000000010,-34.683700000000002,6161452.000000000000000,0,2.4842801,4.6375299,363,3,3
1071,GW040594,12/04/1983 0:00:00,0.000000000000000,603241.000000000000000,148.127000000000010,-34.683700000000002,6161452.000000000000000,0,2.4842801,4.6375299,363,3,3
1072,GW040594,11/11/1980 0:00:00,2.460000000000000,603241.000000000000000,148.127000000000010,-34.683700000000002,6161452.000000000000000,0,2.4842801,4.6375299,363,3,3
1073,GW040594,11/12/1989 0:00:00,1.930000000000000,603241.000000000000000,148.127000000000010,-34.683700000000002,6161452.000000000000000,0,2.4842801,4.6375299,363,3,3
1074,GW040594,12/03/1974 0:00:00,2.500000000000000,603241.000000000000000,148.127000000000010,-34.683700000000002,6161452.000000000000000,0,2.4842801,4.6375299,363,3,3
1075,GW040594,11/08/1983 0:00:00,2.020000000000000,603241.000000000000000,148.127000000000010,-34.683700000000002,6161452.000000000000000,0,2.4842801,4.6375299,363,3,3
1076,GW040594,9/05/1985 0:00:00,2.060000000000000,603241.000000000000000,148.127000000000010,-34.683700000000002,6161452.000000000000000,0,2.4842801,4.6375299,363,3,3
1077,GW040594,12/07/1978 0:00:00,1.960000000000000,603241.000000000000000,148.127000000000010,-34.683700000000002,6161452.000000000000000,0,2.4842801,4.6375299,363,3,3
1078,GW044124,8/07/1998 0:00:00,3.800000000000000,595594.000000000000000,148.042300000000010,-34.584299999999999,6172564.000000000000000,0,5.9874601,4.9924698,381,7,7
1079,GW046825,19/03/1982 0:00:00,3.140000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1080,GW046825,17/10/1986 0:00:00,0.570000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1081,GW046825,18/02/1983 0:00:00,3.820000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1082,GW046825,18/05/1976 0:00:00,2.380000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1083,GW046825,18/10/1983 0:00:00,1.470000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1084,GW046825,18/11/1977 0:00:00,0.000000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1085,GW046825,19/02/1985 0:00:00,1.000000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1086,GW046825,19/05/1980 0:00:00,3.320000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1087,GW046825,19/06/1978 0:00:00,3.230000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1088,GW046825,19/03/1991 0:00:00,0.780000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1089,GW046825,19/05/1983 0:00:00,3.250000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1090,GW046825,19/04/1977 0:00:00,3.010000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1091,GW046825,17/09/1979 0:00:00,3.000000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1092,GW046825,19/02/1981 0:00:00,3.380000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1093,GW046825,17/06/1981 0:00:00,3.270000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1094,GW046825,17/01/1980 0:00:00,3.220000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1095,GW046825,17/01/1977 0:00:00,2.900000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1096,GW046825,16/10/1990 0:00:00,0.500000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1097,GW046825,16/10/1979 0:00:00,2.960000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1098,GW046825,16/10/1975 0:00:00,1.710000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1099,GW046825,16/09/1975 0:00:00,2.040000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1100,GW046825,16/08/1989 0:00:00,0.480000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1101,GW046825,16/07/1979 0:00:00,3.090000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1102,GW046825,16/06/1977 0:00:00,2.970000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1103,GW046825,16/05/1977 0:00:00,3.100000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1104,GW046825,16/02/1979 0:00:00,3.280000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1105,GW046825,19/07/1988 0:00:00,0.600000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1106,GW046825,29/06/1982 0:00:00,2.900000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1107,GW046825,16/06/1976 0:00:00,2.340000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1108,GW046825,25/10/1977 0:00:00,0.000000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1109,GW046825,16/02/1978 0:00:00,4.470000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1110,GW046825,30/05/1991 0:00:00,0.580000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1111,GW046825,29/08/1980 0:00:00,2.780000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1112,GW046825,29/05/1984 0:00:00,0.960000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1113,GW046825,28/12/1990 0:00:00,0.630000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1114,GW046825,28/09/1982 0:00:00,2.920000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1115,GW046825,28/04/1988 0:00:00,0.730000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1116,GW046825,27/05/1981 0:00:00,3.420000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1117,GW046825,26/05/1990 0:00:00,0.500000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1118,GW046825,26/03/1981 0:00:00,3.540000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1119,GW046825,4/01/1979 0:00:00,3.130000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1120,GW046825,26/02/1980 0:00:00,3.300000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1121,GW046825,29/01/1982 0:00:00,3.100000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1122,GW046825,25/11/1987 0:00:00,0.740000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1123,GW046825,20/04/1982 0:00:00,3.050000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1124,GW046825,25/06/1974 0:00:00,4.300000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1125,GW046825,25/05/1982 0:00:00,2.980000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1126,GW046825,25/03/1976 0:00:00,2.400000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1127,GW046825,24/04/1984 0:00:00,0.900000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1128,GW046825,24/03/1987 0:00:00,0.770000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1129,GW046825,24/03/1977 0:00:00,3.100000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1130,GW046825,23/07/1984 0:00:00,0.600000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1131,GW046825,23/07/1982 0:00:00,2.870000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1132,GW046825,22/09/1980 0:00:00,2.920000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1133,GW046825,22/08/1977 0:00:00,2.750000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1134,GW046825,21/06/1989 0:00:00,0.460000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1135,GW046825,21/05/1975 0:00:00,2.300000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1136,GW046825,20/09/1977 0:00:00,2.770000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1137,GW046825,30/11/1988 0:00:00,0.690000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1138,GW046825,3/12/1979 0:00:00,3.130000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1139,GW046825,9/01/1984 0:00:00,1.490000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1140,GW046825,8/11/1978 0:00:00,2.970000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1141,GW046825,8/08/1974 0:00:00,3.700000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1142,GW046825,8/07/1980 0:00:00,2.970000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1143,GW046825,7/10/1976 0:00:00,1.920000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1144,GW046825,7/03/1988 0:00:00,0.970000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1145,GW046825,7/01/1975 0:00:00,2.250000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1146,GW046825,6/11/1979 0:00:00,3.050000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1147,GW046825,6/08/1979 0:00:00,3.040000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1148,GW046825,5/10/1978 0:00:00,2.700000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1149,GW046825,5/08/1976 0:00:00,2.310000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1150,GW046825,5/05/1978 0:00:00,3.580000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1151,GW046825,9/03/1990 0:00:00,0.620000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1152,GW046825,4/02/1977 0:00:00,2.950000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1153,GW046825,4/10/1985 0:00:00,0.950000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1154,GW046825,3/08/1990 0:00:00,0.460000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1155,GW046825,2/12/1980 0:00:00,3.310000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1156,GW046825,2/09/1976 0:00:00,2.400000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1157,GW046825,2/08/1985 0:00:00,1.060000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1158,GW046825,1/12/1981 0:00:00,2.780000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1159,GW046825,1/12/1978 0:00:00,3.030000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1160,GW046825,1/11/1982 0:00:00,3.200000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1161,GW046825,1/09/1982 0:00:00,2.950000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1162,GW046825,1/06/1979 0:00:00,3.090000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1163,GW046825,1/05/1979 0:00:00,3.190000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1164,GW046825,4/04/1979 0:00:00,3.090000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1165,GW046825,15/10/1984 0:00:00,0.550000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1166,GW046825,4/07/1977 0:00:00,2.800000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1167,GW046825,13/10/1981 0:00:00,2.660000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1168,GW046825,15/09/1981 0:00:00,2.660000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1169,GW046825,4/05/1989 0:00:00,0.330000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1170,GW046825,9/04/1974 0:00:00,5.730000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1171,GW046825,15/01/1999 0:00:00,1.370000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1172,GW046825,14/12/1982 0:00:00,3.300000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1173,GW046825,14/09/1978 0:00:00,2.260000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1174,GW046825,14/08/1975 0:00:00,1.920000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1175,GW046825,14/07/1976 0:00:00,2.300000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1176,GW046825,14/03/1978 0:00:00,3.630000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1177,GW046825,15/02/1974 0:00:00,8.720000000000001,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1178,GW046825,13/09/1988 0:00:00,0.620000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1179,GW046825,13/08/1987 0:00:00,0.540000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1180,GW046825,13/08/1981 0:00:00,2.620000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1181,GW046825,13/05/1974 0:00:00,4.570000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1182,GW046825,10/08/1978 0:00:00,3.020000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1183,GW046825,9/04/1975 0:00:00,2.370000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1184,GW046825,9/05/1985 0:00:00,1.670000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1185,GW046825,14/04/1980 0:00:00,3.380000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1186,GW046825,9/06/1975 0:00:00,2.270000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1187,GW046825,13/04/1978 0:00:00,3.530000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1188,GW046825,10/10/1989 0:00:00,0.550000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1189,GW046825,11/07/1974 0:00:00,4.280000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1190,GW046825,11/08/1983 0:00:00,2.270000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1191,GW046825,11/12/1989 0:00:00,0.590000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1192,GW046825,12/03/1974 0:00:00,6.380000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1193,GW046825,12/04/1983 0:00:00,3.240000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1194,GW046825,12/07/1978 0:00:00,3.030000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1195,GW046825,13/01/1981 0:00:00,3.390000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1196,GW046825,11/11/1980 0:00:00,3.100000000000000,601516.000000000000000,148.108200000000010,-34.679600000000001,6161933.000000000000000,1,6.8920002,4.6406002,348,1,1
1197,GW046826,19/04/1977 0:00:00,6.810000000000000,602355.000000000000000,148.116999999999990,-34.659300000000002,6164173.000000000000000,0,13.8627996,4.6692400,387,3,3
1198,GW046826,17/10/1986 0:00:00,3.860000000000000,602355.000000000000000,148.116999999999990,-34.659300000000002,6164173.000000000000000,0,13.8627996,4.6692400,387,3,3
1199,GW046826,18/02/1983 0:00:00,7.960000000000000,602355.000000000000000,148.116999999999990,-34.659300000000002,6164173.000000000000000,0,13.8627996,4.6692400,387,3,3
1200,GW046826,18/05/1976 0:00:00,6.350000000000000,602355.000000000000000,148.116999999999990,-34.659300000000002,6164173.000000000000000,0,13.8627996,4.6692400,387,3,3
1201,GW046826,18/10/1983 0:00:00,6.090000000000000,602355.000000000000000,148.116999999999990,-34.659300000000002,6164173.000000000000000,0,13.8627996,4.6692400,387,3,3
1202,GW046826,18/11/1977 0:00:00,7.150000000000000,602355.000000000000000,148.116999999999990,-34.659300000000002,6164173.000000000000000,0,13.8627996,4.6692400,387,3,3
1203,GW046826,19/02/1981 0:00:00,7.680000000000000,602355.000000000000000,148.116999999999990,-34.659300000000002,6164173.000000000000000,0,13.8627996,4.6692400,387,3,3
1204,GW046826,19/02/1985 0:00:00,4.690000000000000,602355.000000000000000,148.116999999999990,-34.659300000000002,6164173.000000000000000,0,13.8627996,4.6692400,387,3,3
1205,GW046826,19/05/1980 0:00:00,8.109999999999999,602355.000000000000000,148.116999999999990,-34.659300000000002,6164173.000000000000000,0,13.8627996,4.6692400,387,3,3
1206,GW046826,19/03/1991 0:00:00,2.510000000000000,602355.000000000000000,148.116999999999990,-34.659300000000002,6164173.000000000000000,0,13.8627996,4.6692400,387,3,3
1207,GW046826,19/05/1983 0:00:00,8.109999999999999,602355.000000000000000,148.116999999999990,-34.659300000000002,6164173.000000000000000,0,13.8627996,4.6692400,387,3,3
1208,GW046826,19/06/1978 0:00:00,7.530000000000000,602355.000000000000000,148.116999999999990,-34.659300000000002,6164173.000000000000000,0,13.8627996,4.6692400,387,3,3
1209,GW046826,17/09/1979 0:00:00,7.690000000000000,602355.000000000000000,148.116999999999990,-34.659300000000002,6164173.000000000000000,0,13.8627996,4.6692400,387,3,3
1210,GW046826,19/03/1982 0:00:00,7.370000000000000,602355.000000000000000,148.116999999999990,-34.659300000000002,6164173.000000000000000,0,13.8627996,4.6692400,387,3,3
1211,GW046826,16/08/1989 0:00:00,1.110000000000000,602355.000000000000000,148.116999999999990,-34.659300000000002,6164173.000000000000000,0,13.8627996,4.6692400,387,3,3
1212,GW046826,30/11/1988 0:00:00,3.820000000000000,602355.000000000000000,148.116999999999990,-34.659300000000002,6164173.000000000000000,0,13.8627996,4.6692400,387,3,3
1213,GW046826,19/07/1988 0:00:00,4.240000000000000,602355.000000000000000,148.116999999999990,-34.659300000000002,6164173.000000000000000,0,13.8627996,4.6692400,387,3,3
