Work No,Measurement date,Standing_Water_level (m),Easting,Longitude,Latitude,Northing
GW022280,8/03/1996,1.7,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,8/03/1994,1.42,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,8/01/1973,11.28,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,7/11/1995,1.22,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,7/04/1997,2.13,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,6/12/1995,0.84,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,6/09/1994,1.22,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,6/08/1998,1.91,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,6/07/1998,2.84,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,6/03/1995,2.51,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,5/07/1995,1.96,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,5/06/1993,1.63,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,8/03/1997,1.98,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,4/06/1997,2.16,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,1/10/1993,0.48,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,4/04/1998,3,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,4/03/1993,1.45,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,3/08/1993,0.56,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,3/06/1992,1.37,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,3/03/1998,2.79,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,2/11/1997,1.8,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,2/10/1994,1.22,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,2/05/1998,3.05,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,2/02/1998,2.62,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,1/11/1987,1.5,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,1/09/1997,1.8,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,18/12/1997,2.31,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,14/05/1997,2.21,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,4/08/1997,1.96,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,13/01/1996,0.84,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,12/04/1995,2.79,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,12/06/1995,2.11,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,12/07/1996,1.52,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,12/10/1997,1.6,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,12/10/1998,0.74,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,12/01/1998,2.49,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,12/12/1997,2.26,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,14/01/1995,2.21,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,13/03/1995,2.62,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,13/07/1995,1.8,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,13/09/1998,0.71,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,8/07/1997,2.03,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,14/02/1995,2.31,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,1/09/1993,0.64,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,12/11/1994,1.57,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,9/10/1993,0.33,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,9/02/1998,2.67,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,9/01/1997,1.45,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,9/04/1996,1.93,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,8/09/1995,1.24,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,9/06/1998,3.07,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,9/11/1996,0.79,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,10/05/1996,1.98,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,10/10/1995,1.3,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,11/01/1999,1.8,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,11/08/1996,0.56,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,11/05/1995,2.74,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,1/06/1998,3.05,"602,497",148.1184,-34.6476,"6,165,465"
GW022280,9/05/1993,1.75,"602,497",148.1184,-34.6476,"6,165,465"
GW022543,8/07/1998,1,"599,743",148.0873,-34.5659,"6,174,553"
GW022544,8/07/1998,2.8,"596,983",148.0573,-34.5726,"6,173,843"
GW022545,8/07/1998,2.9,"597,707",148.0651,-34.5637,"6,174,821"
GW023305,1/10/1994,3.4,"583,581",147.9123,-34.6743,"6,162,698"
GW023305,23/06/1994,2.8,"583,581",147.9123,-34.6743,"6,162,698"
GW023305,16/07/1994,2.85,"583,581",147.9123,-34.6743,"6,162,698"
GW023305,8/04/1994,3.01,"583,581",147.9123,-34.6743,"6,162,698"
GW023305,10/05/1994,2.92,"583,581",147.9123,-34.6743,"6,162,698"
GW023562,15/10/1996,0,"585,502",147.9329,-34.6379,"6,166,717"
GW024025,23/06/1994,3.22,"587,857",147.9595,-34.7223,"6,157,329"
GW024025,7/04/1994,3.3,"587,857",147.9595,-34.7223,"6,157,329"
GW024025,10/05/1994,3.2,"587,857",147.9595,-34.7223,"6,157,329"
GW024025,1/10/1994,3.65,"587,857",147.9595,-34.7223,"6,157,329"
GW024097,15/10/1996,2.8,"589,080",147.9723,-34.6721,"6,162,893"
GW025269,15/01/1999,2.35,"592,388",148.0118,-34.9459,"6,132,484"
GW025269,1/11/1987,6.8,"592,388",148.0118,-34.9459,"6,132,484"
GW025453,15/01/1999,6.82,"599,651",148.0912,-34.9393,"6,133,147"
GW025453,28/10/2003,10.02,"599,651",148.0912,-34.9393,"6,133,147"
GW025453,23/10/2001,7.3,"599,651",148.0912,-34.9393,"6,133,147"
GW025453,20/04/2004,0,"599,651",148.0912,-34.9393,"6,133,147"
GW025453,20/03/2002,8.46,"599,651",148.0912,-34.9393,"6,133,147"
GW025453,15/04/2003,10.28,"599,651",148.0912,-34.9393,"6,133,147"
GW025453,3/04/2001,7.5,"599,651",148.0912,-34.9393,"6,133,147"
GW025453,1/11/1987,5.3,"599,651",148.0912,-34.9393,"6,133,147"
GW025453,16/10/2002,9.08,"599,651",148.0912,-34.9393,"6,133,147"
GW025481,15/04/2003,6.86,"600,394",148.0976,-34.8073,"6,147,773"
GW025481,28/10/2003,6.6,"600,394",148.0976,-34.8073,"6,147,773"
GW025481,24/10/2006,7.72,"600,394",148.0976,-34.8073,"6,147,773"
GW025481,23/10/2001,5.83,"600,394",148.0976,-34.8073,"6,147,773"
GW025481,20/10/2004,7.08,"600,394",148.0976,-34.8073,"6,147,773"
GW025481,20/04/2004,7.4,"600,394",148.0976,-34.8073,"6,147,773"
GW025481,20/03/2002,6.37,"600,394",148.0976,-34.8073,"6,147,773"
GW025481,1/11/1987,5.3,"600,394",148.0976,-34.8073,"6,147,773"
GW025481,16/10/2002,6.3,"600,394",148.0976,-34.8073,"6,147,773"
GW025481,15/01/1999,4.73,"600,394",148.0976,-34.8073,"6,147,773"
GW025481,12/04/2005,7.7,"600,394",148.0976,-34.8073,"6,147,773"
GW025481,11/04/2006,7.2,"600,394",148.0976,-34.8073,"6,147,773"
GW025481,3/04/2001,5.7,"600,394",148.0976,-34.8073,"6,147,773"
GW025481,18/10/2005,6.57,"600,394",148.0976,-34.8073,"6,147,773"
GW025532,1/11/1987,0,"585,246",147.9301,-34.6387,"6,166,626"
GW025532,15/10/1996,0,"585,246",147.9301,-34.6387,"6,166,626"
GW025532,15/01/1999,0,"585,246",147.9301,-34.6387,"6,166,626"
GW025708,20/10/2004,2.37,"583,140",147.9076,-34.6826,"6,161,778"
GW025708,11/04/2006,3,"583,140",147.9076,-34.6826,"6,161,778"
GW025708,14/10/1997,0.9,"583,140",147.9076,-34.6826,"6,161,778"
GW025708,15/04/2003,2.2,"583,140",147.9076,-34.6826,"6,161,778"
GW025708,16/07/1994,0.75,"583,140",147.9076,-34.6826,"6,161,778"
GW025708,17/10/2002,1.58,"583,140",147.9076,-34.6826,"6,161,778"
GW025708,18/10/2005,2.57,"583,140",147.9076,-34.6826,"6,161,778"
GW025708,10/05/1994,0.4,"583,140",147.9076,-34.6826,"6,161,778"
GW025708,20/04/2004,2.52,"583,140",147.9076,-34.6826,"6,161,778"
GW025708,12/04/2005,2.84,"583,140",147.9076,-34.6826,"6,161,778"
GW025708,23/06/1994,0.55,"583,140",147.9076,-34.6826,"6,161,778"
GW025708,23/10/2001,1.02,"583,140",147.9076,-34.6826,"6,161,778"
GW025708,24/10/2006,3.57,"583,140",147.9076,-34.6826,"6,161,778"
GW025708,28/10/2003,1.98,"583,140",147.9076,-34.6826,"6,161,778"
GW025708,1/01/1997,0.4,"583,140",147.9076,-34.6826,"6,161,778"
GW025708,20/03/2002,1.21,"583,140",147.9076,-34.6826,"6,161,778"
GW025708,3/06/1997,0.6,"583,140",147.9076,-34.6826,"6,161,778"
GW025708,1/02/1997,0.5,"583,140",147.9076,-34.6826,"6,161,778"
GW025708,1/10/1994,1,"583,140",147.9076,-34.6826,"6,161,778"
GW025708,1/11/1987,0.7,"583,140",147.9076,-34.6826,"6,161,778"
GW025708,15/02/1991,0.7,"583,140",147.9076,-34.6826,"6,161,778"
GW025708,3/05/1997,0.95,"583,140",147.9076,-34.6826,"6,161,778"
GW025708,9/09/1997,0.98,"583,140",147.9076,-34.6826,"6,161,778"
GW025708,5/07/1997,0.95,"583,140",147.9076,-34.6826,"6,161,778"
GW025708,5/08/1997,1.05,"583,140",147.9076,-34.6826,"6,161,778"
GW025708,6/03/1997,0.77,"583,140",147.9076,-34.6826,"6,161,778"
GW025708,6/11/1997,0.98,"583,140",147.9076,-34.6826,"6,161,778"
GW025708,6/12/1995,0.57,"583,140",147.9076,-34.6826,"6,161,778"
GW025708,7/04/1994,0.8,"583,140",147.9076,-34.6826,"6,161,778"
GW025708,8/04/1997,0.9,"583,140",147.9076,-34.6826,"6,161,778"
GW025708,8/12/1997,1.15,"583,140",147.9076,-34.6826,"6,161,778"
GW025708,3/04/2001,0.75,"583,140",147.9076,-34.6826,"6,161,778"
GW025931,1/11/1987,4.27,"592,782",148.0123,-34.639,"6,166,523"
GW025931,3/04/2001,0,"592,782",148.0123,-34.639,"6,166,523"
GW025931,15/01/1999,3.84,"592,782",148.0123,-34.639,"6,166,523"
GW028898,15/10/1996,2.35,"588,761",147.9687,-34.6612,"6,164,098"
GW029377,20/03/2002,4.02,"598,932",148.0804,-34.7126,"6,158,295"
GW029377,15/04/2003,5.4,"598,932",148.0804,-34.7126,"6,158,295"
GW029377,28/10/2003,5.45,"598,932",148.0804,-34.7126,"6,158,295"
GW029377,24/10/2006,8.38,"598,932",148.0804,-34.7126,"6,158,295"
GW029377,23/10/2001,3.1,"598,932",148.0804,-34.7126,"6,158,295"
GW029377,20/10/2004,8.2,"598,932",148.0804,-34.7126,"6,158,295"
GW029377,20/04/2004,6.17,"598,932",148.0804,-34.7126,"6,158,295"
GW029377,16/10/2002,4.35,"598,932",148.0804,-34.7126,"6,158,295"
GW029377,1/11/1987,1.6,"598,932",148.0804,-34.7126,"6,158,295"
GW029377,15/01/1999,2.56,"598,932",148.0804,-34.7126,"6,158,295"
GW029377,12/04/2005,7.27,"598,932",148.0804,-34.7126,"6,158,295"
GW029377,11/04/2006,8.03,"598,932",148.0804,-34.7126,"6,158,295"
GW029377,3/04/2001,3.15,"598,932",148.0804,-34.7126,"6,158,295"
GW029377,18/10/2005,6.93,"598,932",148.0804,-34.7126,"6,158,295"
GW029845,20/03/2002,4.5,"597,570",148.0676,-34.8751,"6,140,286"
GW029845,15/04/2003,6.65,"597,570",148.0676,-34.8751,"6,140,286"
GW029845,28/10/2003,7.19,"597,570",148.0676,-34.8751,"6,140,286"
GW029845,24/10/2006,9.72,"597,570",148.0676,-34.8751,"6,140,286"
GW029845,23/10/2001,3.33,"597,570",148.0676,-34.8751,"6,140,286"
GW029845,20/10/2004,8.45,"597,570",148.0676,-34.8751,"6,140,286"
GW029845,20/04/2004,7.9,"597,570",148.0676,-34.8751,"6,140,286"
GW029845,16/10/2002,5.8,"597,570",148.0676,-34.8751,"6,140,286"
GW029845,15/01/1999,1.13,"597,570",148.0676,-34.8751,"6,140,286"
GW029845,12/04/2005,8.88,"597,570",148.0676,-34.8751,"6,140,286"
GW029845,11/04/2006,9.1,"597,570",148.0676,-34.8751,"6,140,286"
GW029845,3/04/2001,1.55,"597,570",148.0676,-34.8751,"6,140,286"
GW029845,1/11/1987,0,"597,570",148.0676,-34.8751,"6,140,286"
GW029845,18/10/2005,8.85,"597,570",148.0676,-34.8751,"6,140,286"
GW031564,17/10/1986,4.17,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,20/04/1982,5.65,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,19/07/1988,3.87,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,19/06/1978,0,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,19/05/1983,6.7,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,19/05/1980,6.17,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,19/04/1977,4.98,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,19/03/1991,4.2,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,19/03/1982,5.65,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,19/02/1985,4.74,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,19/02/1981,5.98,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,18/10/1983,4.57,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,18/02/1983,6.44,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,17/09/1979,4.67,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,17/06/1981,6.43,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,17/01/1980,5.51,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,16/10/1990,3.68,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,16/08/1989,2.63,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,16/02/1979,5.45,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,16/02/1978,5.88,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,15/10/1984,3.83,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,15/09/1981,4.31,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,15/02/1974,6.28,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,30/05/1991,4.18,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,21/05/1975,4.7,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,18/05/1976,4.9,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,26/02/1980,5.77,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,30/11/1988,4.23,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,16/07/1979,4.67,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,29/08/1980,5.03,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,15/01/1999,4.3,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,29/05/1984,4.48,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,29/01/1982,5.21,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,28/12/1990,3.82,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,28/09/1982,5.3,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,28/04/1988,4.67,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,27/05/1981,6.42,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,29/06/1982,5.19,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,26/03/1981,6.2,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,21/06/1989,2.83,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,25/11/1987,4.36,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,25/06/1974,5,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,25/05/1982,5.68,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,25/03/1976,4.78,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,24/04/1984,4.33,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,24/03/1987,4.66,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,24/03/1977,6,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,23/07/1984,4.45,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,23/07/1982,4.92,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,22/09/1980,5,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,21/12/1977,5.55,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,26/05/1990,3.7,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,3/12/1979,0,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,9/01/1984,4.35,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,8/11/1978,4.7,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,8/08/1974,4.55,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,8/07/1980,5.71,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,7/03/1988,4.84,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,7/01/1975,4.55,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,6/11/1979,0,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,6/08/1979,4.69,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,5/10/1978,4.7,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,5/05/1978,6.3,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,4/10/1985,4.41,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,9/03/1990,4.02,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,4/01/1979,4.99,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,4/05/1989,2.3,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,3/08/1990,2.87,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,2/12/1980,0,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,2/08/1985,4.68,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,1/12/1981,4.55,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,1/12/1978,4.8,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,1/11/1982,5.53,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,1/09/1982,5.18,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,1/06/1979,4.73,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,1/05/1979,5.24,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,14/12/1982,5.95,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,16/10/1979,0,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,4/04/1979,5.32,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,14/04/1980,6.04,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,14/09/1978,4.59,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,4/02/1977,5.5,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,14/08/1975,4.7,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,9/04/1974,6.4,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,14/03/1978,6.04,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,13/10/1981,4.39,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,13/09/1988,3.82,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,13/08/1987,3.95,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,13/08/1981,4.33,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,13/05/1974,5.5,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,13/04/1978,6.24,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,13/02/1975,4.22,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,13/01/1981,5.75,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,10/08/1978,4.97,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,9/04/1975,4.56,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,9/06/1975,4.71,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,10/10/1989,3.12,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,11/07/1974,4.85,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,11/08/1983,5.01,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,11/12/1989,3.5,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,12/03/1974,6.27,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,12/04/1983,6.66,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,12/07/1978,5.33,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,11/11/1980,5.08,"602,880",148.1232,-34.6879,"6,160,994"
GW031564,9/05/1985,4.71,"602,880",148.1232,-34.6879,"6,160,994"
GW031565,19/05/1980,7.83,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,18/05/1976,7.58,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,18/10/1983,0,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,18/11/1977,7.4,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,19/02/1981,7.63,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,19/02/1985,4.98,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,19/03/1982,7.2,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,19/03/1991,2.77,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,19/07/1988,4.2,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,18/02/1983,7.3,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,16/08/1989,1.53,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,19/05/1983,7.49,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,19/06/1978,8.93,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,19/04/1977,7.62,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,17/09/1979,7.55,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,17/06/1981,7.72,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,17/01/1980,7.64,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,17/01/1977,7.39,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,16/10/1990,1.78,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,16/05/1977,7.64,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,16/09/1975,7.9,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,30/11/1988,3.94,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,16/07/1979,7.67,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,16/06/1977,7.6,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,16/06/1976,7.5,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,16/02/1978,7.83,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,16/02/1979,0,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,20/04/1982,7.14,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,16/10/1979,7.47,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,25/11/1987,4.29,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,4/02/1977,7.45,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,15/10/1984,5,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,31/10/1974,7.8,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,30/05/1991,2.83,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,29/06/1982,7.15,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,29/05/1984,6.05,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,29/01/1982,7.14,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,28/12/1990,2.35,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,28/09/1982,7.13,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,28/04/1988,4.54,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,27/05/1981,0,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,26/05/1990,2.26,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,29/08/1980,7.6,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,26/02/1980,7.82,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,20/09/1977,7.4,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,25/10/1977,7.36,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,25/06/1974,10,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,25/05/1982,7.14,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,25/03/1976,7.65,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,24/04/1984,6.05,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,24/03/1987,3.67,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,23/07/1984,5.68,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,23/07/1982,7.12,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,22/09/1980,7.62,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,22/08/1977,7.55,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,21/12/1977,7.78,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,21/06/1989,1.75,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,21/05/1975,8.18,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,26/03/1981,7.8,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,3/12/1979,7.5,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,9/03/1990,2.7,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,9/01/1984,6.56,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,8/11/1978,0,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,8/08/1974,9.6,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,8/07/1980,7.71,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,7/10/1976,7.35,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,7/03/1988,4.57,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,7/01/1976,7.7,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,6/11/1979,7.5,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,6/08/1979,7.6,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,5/10/1978,7.63,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,5/05/1978,8.04,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,9/04/1974,10.88,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,4/01/1979,0,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,4/10/1985,4.67,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,3/08/1990,1.55,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,3/01/1975,8.46,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,2/12/1980,7.58,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,2/09/1976,7.4,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,2/08/1985,4.82,"600,784",148.1004,-34.6959,"6,160,124"
