Work No,Measurement date,Standing_Water_level (m),Easting,Longitude,Latitude,Northing
GW031565,1/12/1981,7.14,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,1/12/1978,0,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,1/11/1982,7.15,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,1/09/1982,7.12,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,1/06/1979,7.8,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,15/09/1981,7.3,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,4/05/1989,2.32,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,1/05/1979,7.85,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,4/04/1979,7.91,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,14/04/1980,7.84,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,13/04/1975,8.08,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,13/05/1974,10.36,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,13/08/1981,7.45,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,13/08/1987,3.33,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,13/09/1988,3.95,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,13/02/1975,8.25,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,14/03/1975,7.99,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,14/09/1978,7.7,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,14/07/1976,7.5,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,14/08/1975,8,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,9/04/1975,8.22,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,14/12/1982,7.26,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,15/01/1999,6,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,15/02/1974,10.8,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,13/10/1981,7.28,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,10/08/1978,7.7,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,9/06/1975,8.15,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,9/12/1974,8.48,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,10/10/1989,1.81,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,11/07/1974,9.98,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,11/08/1983,7.35,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,11/11/1980,7.68,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,12/03/1974,10.62,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,12/04/1983,0,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,12/07/1978,8.9,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,9/05/1985,4.9,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,13/01/1981,7.62,"600,784",148.1004,-34.6959,"6,160,124"
GW031565,11/12/1989,2.15,"600,784",148.1004,-34.6959,"6,160,124"
GW031566,31/10/1974,8.5,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,18/05/1976,7.9,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,18/10/1983,0,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,18/11/1977,7.89,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,19/02/1981,8.15,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,19/02/1985,5.84,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,19/03/1982,7.67,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,19/03/1991,4.02,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,19/05/1983,8.23,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,19/05/1980,8.26,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,19/06/1978,8.34,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,18/02/1983,8.07,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,16/09/1975,8.09,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,19/04/1977,8.15,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,16/02/1979,9.11,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,19/07/1988,5.22,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,30/11/1988,5.02,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,16/02/1978,8.39,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,16/06/1976,7.8,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,16/06/1977,7.96,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,16/10/1979,7.84,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,16/08/1989,2.55,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,17/09/1979,7.93,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,16/10/1975,7.97,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,16/05/1977,9.08,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,16/10/1990,2.9,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,17/01/1977,7.93,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,17/01/1980,8.48,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,17/06/1981,8.19,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,16/07/1979,8.05,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,25/06/1974,10.38,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,15/10/1984,5.56,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,9/04/1975,8.22,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,30/05/1991,4.07,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,29/06/1982,7.63,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,29/05/1984,6.39,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,29/01/1982,7.57,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,28/12/1990,3.49,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,28/09/1982,7.63,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,28/04/1988,5.68,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,27/05/1981,8.22,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,26/05/1990,3.4,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,26/03/1981,8.28,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,26/02/1980,8.33,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,29/08/1980,8,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,23/07/1984,6.23,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,20/09/1977,7.77,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,21/05/1975,8.2,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,21/06/1989,2.86,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,21/12/1977,8.3,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,22/08/1977,7.82,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,25/11/1987,4.52,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,23/07/1982,7.61,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,25/10/1977,8.21,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,24/03/1977,8.1,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,24/03/1987,4.93,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,24/04/1984,6.44,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,25/03/1976,7.93,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,25/05/1982,7.64,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,20/04/1982,7.63,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,22/09/1980,7.96,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,4/02/1977,8,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,8/08/1974,9.95,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,8/07/1980,8.09,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,7/10/1976,7.6,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,7/03/1988,5.73,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,7/01/1976,7.97,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,6/11/1979,7.81,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,6/08/1979,7.96,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,5/11/1975,8.08,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,5/10/1978,8.01,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,5/08/1976,7.8,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,5/05/1978,8.5,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,4/10/1985,5.52,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,8/11/1978,7.91,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,4/04/1979,8.4,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,2/09/1976,7.68,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,4/01/1979,8.35,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,3/12/1979,7.96,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,3/08/1990,2.63,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,3/01/1975,8.42,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,2/12/1980,7.97,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,2/08/1985,5.55,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,1/12/1978,7.95,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,1/11/1982,7.71,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,1/09/1982,7.61,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,1/06/1979,8.18,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,1/05/1979,8.29,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,9/06/1975,8.2,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,15/09/1981,7.73,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,4/05/1989,3.53,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,14/07/1976,7.72,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,15/02/1974,11.35,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,15/01/1999,4.85,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,1/12/1981,7.51,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,9/01/1984,7.03,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,14/12/1982,7.85,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,14/08/1975,8.21,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,14/04/1983,8.2,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,14/04/1980,8.37,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,14/03/1978,8.65,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,13/10/1981,7.61,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,13/09/1988,4.96,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,13/08/1987,4.49,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,13/08/1981,7.81,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,13/05/1974,10.7,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,10/10/1989,2.83,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,9/05/1985,5.61,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,9/12/1974,8.94,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,14/09/1978,8.24,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,9/04/1974,11.35,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,13/04/1978,8.51,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,9/03/1990,3.83,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,10/08/1978,8.29,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,11/07/1974,10.35,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,11/11/1980,7.96,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,13/02/1975,8.3,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,13/01/1981,8.04,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,12/07/1978,8.35,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,12/03/1974,11.29,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,11/12/1989,3.16,"600,764",148.1001,-34.6912,"6,160,648"
GW031566,11/08/1983,7.89,"600,764",148.1001,-34.6912,"6,160,648"
GW031568,19/03/1982,3.61,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,19/05/1983,4.8,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,18/02/1983,4.24,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,19/03/1991,3.08,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,19/06/1978,0,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,16/08/1989,0,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,19/02/1981,3.9,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,19/05/1980,3.95,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,18/10/1983,0,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,19/02/1985,2.88,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,17/10/1986,2.56,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,17/09/1979,3.08,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,17/06/1981,4.18,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,17/01/1980,3.59,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,16/10/1979,3.14,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,16/07/1979,3.13,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,16/02/1979,3.54,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,16/02/1978,3.8,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,19/07/1988,2.68,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,28/09/1982,3.42,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,15/10/1984,0,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,15/09/1981,3.07,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,16/10/1990,2.07,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,26/03/1981,4.3,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,23/07/1984,0,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,15/02/1974,4.43,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,30/11/1988,2.7,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,30/05/1991,2.6,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,29/08/1980,3.53,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,29/06/1982,3.47,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,29/05/1984,2.7,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,29/01/1982,3.44,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,28/12/1990,2.47,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,27/05/1981,4.23,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,26/05/1990,2.49,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,20/04/1982,3.5,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,26/02/1980,3.82,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,25/11/1987,3.36,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,25/05/1982,3.52,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,24/03/1987,3.1,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,23/07/1982,3.4,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,22/09/1980,3.43,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,21/12/1977,3.63,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,21/06/1989,0,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,21/05/1975,2.95,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,28/04/1988,3.05,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,3/12/1979,3.33,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,9/01/1984,2.77,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,8/07/1980,3.88,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,7/03/1988,3.22,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,6/11/1979,3.2,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,6/08/1979,3.09,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,5/10/1978,0,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,5/05/1978,0,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,4/10/1985,0,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,4/05/1989,1.54,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,9/03/1990,3,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,4/01/1979,0,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,1/12/1978,0,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,3/08/1990,1.88,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,2/12/1980,3.62,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,2/08/1985,0,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,1/12/1981,3.03,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,1/11/1982,3.42,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,24/04/1984,2.65,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,1/06/1979,0,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,1/05/1979,3.49,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,15/01/1999,3.08,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,4/04/1979,3.57,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,14/04/1980,4.01,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,1/09/1982,3.35,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,9/04/1975,2.95,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,14/08/1975,2.95,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,14/03/1978,3.99,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,14/12/1982,3.71,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,13/10/1981,3,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,13/09/1988,2.42,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,13/08/1987,2.52,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,13/08/1981,3.35,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,13/04/1978,4.03,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,13/02/1975,2.7,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,10/10/1989,1.97,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,9/06/1975,2.97,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,13/01/1981,3.78,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,9/05/1985,0,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,14/09/1978,0,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,10/08/1978,0,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,11/08/1983,3.34,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,11/11/1980,3.45,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,11/12/1989,2.35,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,12/03/1974,4.52,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,12/04/1983,0,"602,470",148.1187,-34.6904,"6,160,721"
GW031568,12/07/1978,0,"602,470",148.1187,-34.6904,"6,160,721"
GW031651,1/11/1987,0,"610,233",148.2065,-34.8982,"6,137,585"
GW033353,1/10/1994,4.55,"586,028",147.9393,-34.6957,"6,160,304"
GW033353,1/11/1987,0,"586,028",147.9393,-34.6957,"6,160,304"
GW033353,10/05/1994,4.55,"586,028",147.9393,-34.6957,"6,160,304"
GW033353,15/01/1999,3.9,"586,028",147.9393,-34.6957,"6,160,304"
GW033353,16/07/1994,4.15,"586,028",147.9393,-34.6957,"6,160,304"
GW033353,23/04/1994,4.6,"586,028",147.9393,-34.6957,"6,160,304"
GW033353,23/06/1994,4.43,"586,028",147.9393,-34.6957,"6,160,304"
GW034731,25/11/1996,1.9,"587,179",147.9546,-34.9312,"6,134,168"
GW040594,18/02/1983,0,"603,241",148.127,-34.6837,"6,161,452"
GW040594,18/05/1976,2.2,"603,241",148.127,-34.6837,"6,161,452"
GW040594,18/10/1983,1.95,"603,241",148.127,-34.6837,"6,161,452"
GW040594,18/11/1977,2.49,"603,241",148.127,-34.6837,"6,161,452"
GW040594,19/02/1981,0,"603,241",148.127,-34.6837,"6,161,452"
GW040594,19/02/1985,2.23,"603,241",148.127,-34.6837,"6,161,452"
GW040594,19/03/1991,2.25,"603,241",148.127,-34.6837,"6,161,452"
GW040594,19/07/1988,0.76,"603,241",148.127,-34.6837,"6,161,452"
GW040594,19/04/1977,2.24,"603,241",148.127,-34.6837,"6,161,452"
GW040594,17/10/1986,1.85,"603,241",148.127,-34.6837,"6,161,452"
GW040594,16/07/1979,2.19,"603,241",148.127,-34.6837,"6,161,452"
GW040594,19/05/1980,0,"603,241",148.127,-34.6837,"6,161,452"
GW040594,19/05/1983,0,"603,241",148.127,-34.6837,"6,161,452"
GW040594,19/06/1978,2.25,"603,241",148.127,-34.6837,"6,161,452"
GW040594,19/03/1982,0,"603,241",148.127,-34.6837,"6,161,452"
GW040594,17/09/1979,2.25,"603,241",148.127,-34.6837,"6,161,452"
GW040594,17/06/1981,2.52,"603,241",148.127,-34.6837,"6,161,452"
GW040594,17/01/1977,2.48,"603,241",148.127,-34.6837,"6,161,452"
GW040594,16/10/1990,2.03,"603,241",148.127,-34.6837,"6,161,452"
GW040594,16/10/1979,2.33,"603,241",148.127,-34.6837,"6,161,452"
GW040594,16/10/1975,2.1,"603,241",148.127,-34.6837,"6,161,452"
GW040594,16/08/1989,1.58,"603,241",148.127,-34.6837,"6,161,452"
GW040594,16/06/1977,1.96,"603,241",148.127,-34.6837,"6,161,452"
GW040594,16/06/1976,2.22,"603,241",148.127,-34.6837,"6,161,452"
GW040594,16/05/1977,2.15,"603,241",148.127,-34.6837,"6,161,452"
GW040594,20/04/1982,2.5,"603,241",148.127,-34.6837,"6,161,452"
GW040594,28/09/1982,2.45,"603,241",148.127,-34.6837,"6,161,452"
GW040594,16/02/1978,2.78,"603,241",148.127,-34.6837,"6,161,452"
GW040594,16/02/1979,2.71,"603,241",148.127,-34.6837,"6,161,452"
GW040594,16/09/1975,2.2,"603,241",148.127,-34.6837,"6,161,452"
GW040594,25/10/1977,2.32,"603,241",148.127,-34.6837,"6,161,452"
GW040594,15/10/1984,1.78,"603,241",148.127,-34.6837,"6,161,452"
GW040594,1/12/1978,2.2,"603,241",148.127,-34.6837,"6,161,452"
GW040594,31/10/1974,1.4,"603,241",148.127,-34.6837,"6,161,452"
GW040594,30/11/1988,0.98,"603,241",148.127,-34.6837,"6,161,452"
GW040594,30/05/1991,2.21,"603,241",148.127,-34.6837,"6,161,452"
GW040594,29/08/1980,2.13,"603,241",148.127,-34.6837,"6,161,452"
GW040594,29/06/1982,2.3,"603,241",148.127,-34.6837,"6,161,452"
GW040594,29/05/1984,2.1,"603,241",148.127,-34.6837,"6,161,452"
GW040594,29/01/1982,2.89,"603,241",148.127,-34.6837,"6,161,452"
GW040594,28/12/1990,2,"603,241",148.127,-34.6837,"6,161,452"
GW040594,28/04/1988,2.08,"603,241",148.127,-34.6837,"6,161,452"
GW040594,26/05/1990,1.94,"603,241",148.127,-34.6837,"6,161,452"
GW040594,26/03/1981,2.78,"603,241",148.127,-34.6837,"6,161,452"
GW040594,27/05/1981,2.76,"603,241",148.127,-34.6837,"6,161,452"
GW040594,24/03/1977,2.2,"603,241",148.127,-34.6837,"6,161,452"
GW040594,21/05/1975,2.19,"603,241",148.127,-34.6837,"6,161,452"
GW040594,21/06/1989,1.47,"603,241",148.127,-34.6837,"6,161,452"
GW040594,21/12/1977,2.75,"603,241",148.127,-34.6837,"6,161,452"
GW040594,22/08/1977,2.1,"603,241",148.127,-34.6837,"6,161,452"
GW040594,22/09/1980,2.26,"603,241",148.127,-34.6837,"6,161,452"
GW040594,26/02/1980,0,"603,241",148.127,-34.6837,"6,161,452"
GW040594,23/07/1984,1.94,"603,241",148.127,-34.6837,"6,161,452"
GW040594,25/11/1987,2.11,"603,241",148.127,-34.6837,"6,161,452"
GW040594,24/03/1987,2.15,"603,241",148.127,-34.6837,"6,161,452"
GW040594,24/04/1984,1.96,"603,241",148.127,-34.6837,"6,161,452"
GW040594,25/03/1976,2.26,"603,241",148.127,-34.6837,"6,161,452"
GW040594,25/05/1982,2.38,"603,241",148.127,-34.6837,"6,161,452"
GW040594,25/06/1974,2,"603,241",148.127,-34.6837,"6,161,452"
GW040594,20/09/1977,2.2,"603,241",148.127,-34.6837,"6,161,452"
GW040594,23/07/1982,2.3,"603,241",148.127,-34.6837,"6,161,452"
GW040594,4/04/1979,2.26,"603,241",148.127,-34.6837,"6,161,452"
GW040594,9/01/1984,1.85,"603,241",148.127,-34.6837,"6,161,452"
GW040594,8/11/1978,2.04,"603,241",148.127,-34.6837,"6,161,452"
GW040594,8/08/1974,1.7,"603,241",148.127,-34.6837,"6,161,452"
GW040594,8/07/1980,2.17,"603,241",148.127,-34.6837,"6,161,452"
GW040594,7/10/1976,2.2,"603,241",148.127,-34.6837,"6,161,452"
GW040594,7/03/1988,2.15,"603,241",148.127,-34.6837,"6,161,452"
GW040594,7/01/1976,2.09,"603,241",148.127,-34.6837,"6,161,452"
GW040594,6/11/1979,2.52,"603,241",148.127,-34.6837,"6,161,452"
GW040594,6/08/1979,2.21,"603,241",148.127,-34.6837,"6,161,452"
GW040594,5/11/1975,1.91,"603,241",148.127,-34.6837,"6,161,452"
GW040594,1/12/1981,2.31,"603,241",148.127,-34.6837,"6,161,452"
GW040594,5/08/1976,2.26,"603,241",148.127,-34.6837,"6,161,452"
GW040594,9/03/1990,2.15,"603,241",148.127,-34.6837,"6,161,452"
GW040594,4/05/1989,1.27,"603,241",148.127,-34.6837,"6,161,452"
GW040594,5/10/1978,2,"603,241",148.127,-34.6837,"6,161,452"
GW040594,4/02/1977,2.57,"603,241",148.127,-34.6837,"6,161,452"
GW040594,4/01/1979,2.32,"603,241",148.127,-34.6837,"6,161,452"
GW040594,3/12/1979,0,"603,241",148.127,-34.6837,"6,161,452"
GW040594,3/08/1990,1.58,"603,241",148.127,-34.6837,"6,161,452"
GW040594,3/01/1975,1.99,"603,241",148.127,-34.6837,"6,161,452"
GW040594,2/12/1980,2.77,"603,241",148.127,-34.6837,"6,161,452"
GW040594,2/09/1976,2.31,"603,241",148.127,-34.6837,"6,161,452"
GW040594,15/09/1981,2.07,"603,241",148.127,-34.6837,"6,161,452"
GW040594,2/08/1985,1.95,"603,241",148.127,-34.6837,"6,161,452"
GW040594,1/11/1982,2.75,"603,241",148.127,-34.6837,"6,161,452"
GW040594,1/09/1982,2.39,"603,241",148.127,-34.6837,"6,161,452"
GW040594,1/06/1979,2.12,"603,241",148.127,-34.6837,"6,161,452"
GW040594,1/05/1979,2.17,"603,241",148.127,-34.6837,"6,161,452"
GW040594,4/10/1985,2.02,"603,241",148.127,-34.6837,"6,161,452"
