cells,Latitude,Longitude,Date.x,Rainfall,MDate,FID,Work_No,Date.y,Standing_W,Easting,Northing,Elevation..m.,Slope..degree.,Wetness.index,MRVBF,Lithology,Drilled.Depth,Salinity
42,-34.6959,148.1004,1985-05-16,70.89999999999964,1985-05-01,729,GW031565,1985-05-09,4.9,600784,6160124,336,0.995578,7.32831,4,Qa,0,NA
42,-34.6959,148.1004,1981-01-16,55.19999999999982,1981-01-01,730,GW031565,1981-01-13,7.62,600784,6160124,336,0.995578,7.32831,4,Qa,0,NA
42,-34.6959,148.1004,1989-12-16,17.399999999999636,1989-12-01,731,GW031565,1989-12-11,2.15,600784,6160124,336,0.995578,7.32831,4,Qa,0,NA
42,-34.6912,148.1001,1974-10-16,187.79999999999973,1974-10-01,732,GW031566,1974-10-31,8.5,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1976-05-16,8.199999999999818,1976-05-01,733,GW031566,1976-05-18,7.9,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1983-10-16,79.5,1983-10-01,734,GW031566,1983-10-18,0,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1977-11-16,10.5,1977-11-01,735,GW031566,1977-11-18,7.89,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1981-02-15,76.19999999999982,1981-02-01,736,GW031566,1981-02-19,8.15,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1985-02-15,1,1985-02-01,737,GW031566,1985-02-19,5.84,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1982-03-16,107.69999999999982,1982-03-01,738,GW031566,1982-03-19,7.67,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1991-03-16,15.599999999999909,1991-03-01,739,GW031566,1991-03-19,4.02,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1983-05-16,130.79999999999973,1983-05-01,740,GW031566,1983-05-19,8.23,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1980-05-16,96.59999999999991,1980-05-01,741,GW031566,1980-05-19,8.26,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1978-06-16,61.5,1978-06-01,742,GW031566,1978-06-19,8.34,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1983-02-15,43,1983-02-01,743,GW031566,1983-02-18,8.07,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1975-09-16,90.39999999999964,1975-09-01,744,GW031566,1975-09-16,8.09,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1977-04-16,43.09999999999991,1977-04-01,745,GW031566,1977-04-19,8.15,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1979-02-15,4.299999999999727,1979-02-01,746,GW031566,1979-02-16,9.11,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1988-07-16,93.29999999999973,1988-07-01,747,GW031566,1988-07-19,5.22,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1988-11-16,79.29999999999973,1988-11-01,748,GW031566,1988-11-30,5.02,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1978-02-15,0.09999999999990905,1978-02-01,749,GW031566,1978-02-16,8.39,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1976-06-16,6.299999999999727,1976-06-01,750,GW031566,1976-06-16,7.8,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1977-06-16,59.69999999999982,1977-06-01,751,GW031566,1977-06-16,7.96,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1979-10-16,31.299999999999727,1979-10-01,752,GW031566,1979-10-16,7.84,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1989-08-16,65.89999999999964,1989-08-01,753,GW031566,1989-08-16,2.55,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1979-09-16,53,1979-09-01,754,GW031566,1979-09-17,7.93,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1975-10-16,121,1975-10-01,755,GW031566,1975-10-16,7.97,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1977-05-16,78.89999999999964,1977-05-01,756,GW031566,1977-05-16,9.08,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1990-10-16,60.09999999999991,1990-10-01,757,GW031566,1990-10-16,2.9,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1977-01-16,22,1977-01-01,758,GW031566,1977-01-17,7.93,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1980-01-16,48.399999999999636,1980-01-01,759,GW031566,1980-01-17,8.48,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1981-06-16,123.79999999999973,1981-06-01,760,GW031566,1981-06-17,8.19,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1979-07-16,19.09999999999991,1979-07-01,761,GW031566,1979-07-16,8.05,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1974-06-16,23,1974-06-01,762,GW031566,1974-06-25,10.38,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1984-10-16,62.29999999999973,1984-10-01,763,GW031566,1984-10-15,5.56,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1975-04-16,21.5,1975-04-01,764,GW031566,1975-04-09,8.22,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1991-05-16,24.199999999999818,1991-05-01,765,GW031566,1991-05-30,4.07,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1982-06-16,26.59999999999991,1982-06-01,766,GW031566,1982-06-29,7.63,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1984-05-16,17.299999999999727,1984-05-01,767,GW031566,1984-05-29,6.39,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1982-01-16,12.399999999999636,1982-01-01,768,GW031566,1982-01-29,7.57,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1990-12-16,10.599999999999909,1990-12-01,769,GW031566,1990-12-28,3.49,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1982-09-16,48.29999999999973,1982-09-01,770,GW031566,1982-09-28,7.63,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1988-04-16,44.5,1988-04-01,771,GW031566,1988-04-28,5.68,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1981-05-16,59.29999999999973,1981-05-01,772,GW031566,1981-05-27,8.22,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1990-05-16,76.39999999999964,1990-05-01,773,GW031566,1990-05-26,3.4,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1981-03-16,13.899999999999636,1981-03-01,774,GW031566,1981-03-26,8.28,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1980-02-15,27.5,1980-02-01,775,GW031566,1980-02-26,8.33,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1980-08-16,46.399999999999636,1980-08-01,776,GW031566,1980-08-29,8,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1984-07-16,154.5,1984-07-01,777,GW031566,1984-07-23,6.23,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1977-09-16,40.29999999999973,1977-09-01,778,GW031566,1977-09-20,7.77,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1975-05-16,23.399999999999636,1975-05-01,779,GW031566,1975-05-21,8.2,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1989-06-16,55.59999999999991,1989-06-01,780,GW031566,1989-06-21,2.86,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1977-12-16,1.2999999999997272,1977-12-01,781,GW031566,1977-12-21,8.3,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1977-08-16,16,1977-08-01,782,GW031566,1977-08-22,7.82,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1987-11-16,21.699999999999818,1987-11-01,783,GW031566,1987-11-25,4.52,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1982-07-16,2.399999999999636,1982-07-01,784,GW031566,1982-07-23,7.61,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1977-10-16,0.6999999999998181,1977-10-01,785,GW031566,1977-10-25,8.21,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1977-03-16,62.5,1977-03-01,786,GW031566,1977-03-24,8.1,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1987-03-16,48.69999999999982,1987-03-01,787,GW031566,1987-03-24,4.93,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1984-04-16,109.19999999999982,1984-04-01,788,GW031566,1984-04-24,6.44,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1976-03-16,20.799999999999727,1976-03-01,789,GW031566,1976-03-25,7.93,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1982-05-16,3,1982-05-01,790,GW031566,1982-05-25,7.64,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1982-04-16,14.199999999999818,1982-04-01,791,GW031566,1982-04-20,7.63,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1980-09-16,37.19999999999982,1980-09-01,792,GW031566,1980-09-22,7.96,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1977-02-15,94.29999999999973,1977-02-01,793,GW031566,1977-02-04,8,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1974-08-16,72.79999999999973,1974-08-01,794,GW031566,1974-08-08,9.95,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1980-07-16,69.39999999999964,1980-07-01,795,GW031566,1980-07-08,8.09,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1976-10-16,90.5,1976-10-01,796,GW031566,1976-10-07,7.6,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1988-03-16,25.899999999999636,1988-03-01,797,GW031566,1988-03-07,5.73,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1976-01-16,112,1976-01-01,798,GW031566,1976-01-07,7.97,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1979-11-16,23.899999999999636,1979-11-01,799,GW031566,1979-11-06,7.81,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1979-08-16,48.69999999999982,1979-08-01,800,GW031566,1979-08-06,7.96,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1975-11-16,9.699999999999818,1975-11-01,801,GW031566,1975-11-05,8.08,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1978-10-16,44.29999999999973,1978-10-01,802,GW031566,1978-10-05,8.01,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1976-08-16,19.799999999999727,1976-08-01,803,GW031566,1976-08-05,7.8,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1978-05-16,101.19999999999982,1978-05-01,804,GW031566,1978-05-05,8.5,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1985-10-16,56.09999999999991,1985-10-01,805,GW031566,1985-10-04,5.52,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1978-11-16,59.29999999999973,1978-11-01,806,GW031566,1978-11-08,7.91,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1979-04-16,107.39999999999964,1979-04-01,807,GW031566,1979-04-04,8.4,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1976-09-16,93,1976-09-01,808,GW031566,1976-09-02,7.68,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1979-01-16,15.299999999999727,1979-01-01,809,GW031566,1979-01-04,8.35,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1979-12-16,0,1979-12-01,810,GW031566,1979-12-03,7.96,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1990-08-16,86.29999999999973,1990-08-01,811,GW031566,1990-08-03,2.63,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1975-01-16,36.399999999999636,1975-01-01,812,GW031566,1975-01-03,8.42,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1980-12-16,97.69999999999982,1980-12-01,813,GW031566,1980-12-02,7.97,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1985-08-16,139,1985-08-01,814,GW031566,1985-08-02,5.55,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1978-12-16,75.29999999999973,1978-12-01,815,GW031566,1978-12-01,7.95,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1982-11-16,0.1999999999998181,1982-11-01,816,GW031566,1982-11-01,7.71,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1982-09-16,48.29999999999973,1982-09-01,817,GW031566,1982-09-01,7.61,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1979-06-16,10.299999999999727,1979-06-01,818,GW031566,1979-06-01,8.18,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1979-05-16,56.59999999999991,1979-05-01,819,GW031566,1979-05-01,8.29,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1975-06-16,13.099999999999909,1975-06-01,820,GW031566,1975-06-09,8.2,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1981-09-16,28.5,1981-09-01,821,GW031566,1981-09-15,7.73,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1989-05-16,92.19999999999982,1989-05-01,822,GW031566,1989-05-04,3.53,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1976-07-16,21.399999999999636,1976-07-01,823,GW031566,1976-07-14,7.72,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1974-02-15,67.69999999999982,1974-02-01,824,GW031566,1974-02-15,11.35,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1999-01-16,95.69999999999982,1999-01-01,825,GW031566,1999-01-15,4.85,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1981-12-16,28.59999999999991,1981-12-01,826,GW031566,1981-12-01,7.51,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1984-01-16,277.7999999999997,1984-01-01,827,GW031566,1984-01-09,7.03,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1982-12-16,20.59999999999991,1982-12-01,828,GW031566,1982-12-14,7.85,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1975-08-16,69.09999999999991,1975-08-01,829,GW031566,1975-08-14,8.21,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1983-04-16,95,1983-04-01,830,GW031566,1983-04-14,8.2,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1980-04-16,23.59999999999991,1980-04-01,831,GW031566,1980-04-14,8.37,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1978-03-16,38.59999999999991,1978-03-01,832,GW031566,1978-03-14,8.65,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1981-10-16,55.5,1981-10-01,833,GW031566,1981-10-13,7.61,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1988-09-16,71.69999999999982,1988-09-01,834,GW031566,1988-09-13,4.96,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1987-08-16,52.09999999999991,1987-08-01,835,GW031566,1987-08-13,4.49,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1981-08-16,57.19999999999982,1981-08-01,836,GW031566,1981-08-13,7.81,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1974-05-16,62.399999999999636,1974-05-01,837,GW031566,1974-05-13,10.7,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1989-10-16,43.399999999999636,1989-10-01,838,GW031566,1989-10-10,2.83,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1985-05-16,70.89999999999964,1985-05-01,839,GW031566,1985-05-09,5.61,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1974-12-16,5.199999999999818,1974-12-01,840,GW031566,1974-12-09,8.94,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1978-09-16,141.0999999999999,1978-09-01,841,GW031566,1978-09-14,8.24,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1974-04-16,240.69999999999982,1974-04-01,842,GW031566,1974-04-09,11.35,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1978-04-16,28.199999999999818,1978-04-01,843,GW031566,1978-04-13,8.51,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1990-03-16,4,1990-03-01,844,GW031566,1990-03-09,3.83,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1978-08-16,32.19999999999982,1978-08-01,845,GW031566,1978-08-10,8.29,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1974-07-16,99.59999999999991,1974-07-01,846,GW031566,1974-07-11,10.35,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1980-11-16,13,1980-11-01,847,GW031566,1980-11-11,7.96,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1975-02-15,45.09999999999991,1975-02-01,848,GW031566,1975-02-13,8.3,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1981-01-16,55.19999999999982,1981-01-01,849,GW031566,1981-01-13,8.04,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1978-07-16,76.5,1978-07-01,850,GW031566,1978-07-12,8.35,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1974-03-16,10.099999999999909,1974-03-01,851,GW031566,1974-03-12,11.29,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1989-12-16,17.399999999999636,1989-12-01,852,GW031566,1989-12-11,3.16,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6912,148.1001,1983-08-16,103.89999999999964,1983-08-01,853,GW031566,1983-08-11,7.89,600764,6160648,334,1.0778199,7.1988902,4,Qa,0,NA
42,-34.6904,148.1187,1982-03-16,107.69999999999982,1982-03-01,854,GW031568,1982-03-19,3.61,602470,6160721,350,0.546961,7.74119,3,Qa,0,NA
42,-34.6904,148.1187,1983-05-16,130.79999999999973,1983-05-01,855,GW031568,1983-05-19,4.8,602470,6160721,350,0.546961,7.74119,3,Qa,0,NA
42,-34.6904,148.1187,1983-02-15,43,1983-02-01,856,GW031568,1983-02-18,4.24,602470,6160721,350,0.546961,7.74119,3,Qa,0,NA
42,-34.6904,148.1187,1991-03-16,15.599999999999909,1991-03-01,857,GW031568,1991-03-19,3.08,602470,6160721,350,0.546961,7.74119,3,Qa,0,NA
42,-34.6904,148.1187,1978-06-16,61.5,1978-06-01,858,GW031568,1978-06-19,0,602470,6160721,350,0.546961,7.74119,3,Qa,0,NA
42,-34.6904,148.1187,1989-08-16,65.89999999999964,1989-08-01,859,GW031568,1989-08-16,0,602470,6160721,350,0.546961,7.74119,3,Qa,0,NA
42,-34.6904,148.1187,1981-02-15,76.19999999999982,1981-02-01,860,GW031568,1981-02-19,3.9,602470,6160721,350,0.546961,7.74119,3,Qa,0,NA
42,-34.6904,148.1187,1980-05-16,96.59999999999991,1980-05-01,861,GW031568,1980-05-19,3.95,602470,6160721,350,0.546961,7.74119,3,Qa,0,NA
42,-34.6904,148.1187,1983-10-16,79.5,1983-10-01,862,GW031568,1983-10-18,0,602470,6160721,350,0.546961,7.74119,3,Qa,0,NA
42,-34.6904,148.1187,1985-02-15,1,1985-02-01,863,GW031568,1985-02-19,2.88,602470,6160721,350,0.546961,7.74119,3,Qa,0,NA
42,-34.6904,148.1187,1986-10-16,107.09999999999991,1986-10-01,864,GW031568,1986-10-17,2.56,602470,6160721,350,0.546961,7.74119,3,Qa,0,NA
42,-34.6904,148.1187,1979-09-16,53,1979-09-01,865,GW031568,1979-09-17,3.08,602470,6160721,350,0.546961,7.74119,3,Qa,0,NA
42,-34.6904,148.1187,1981-06-16,123.79999999999973,1981-06-01,866,GW031568,1981-06-17,4.18,602470,6160721,350,0.546961,7.74119,3,Qa,0,NA
42,-34.6904,148.1187,1980-01-16,48.399999999999636,1980-01-01,867,GW031568,1980-01-17,3.59,602470,6160721,350,0.546961,7.74119,3,Qa,0,NA
42,-34.6904,148.1187,1979-10-16,31.299999999999727,1979-10-01,868,GW031568,1979-10-16,3.14,602470,6160721,350,0.546961,7.74119,3,Qa,0,NA
42,-34.6904,148.1187,1979-07-16,19.09999999999991,1979-07-01,869,GW031568,1979-07-16,3.13,602470,6160721,350,0.546961,7.74119,3,Qa,0,NA
42,-34.6904,148.1187,1979-02-15,4.299999999999727,1979-02-01,870,GW031568,1979-02-16,3.54,602470,6160721,350,0.546961,7.74119,3,Qa,0,NA
42,-34.6904,148.1187,1978-02-15,0.09999999999990905,1978-02-01,871,GW031568,1978-02-16,3.8,602470,6160721,350,0.546961,7.74119,3,Qa,0,NA
42,-34.6904,148.1187,1988-07-16,93.29999999999973,1988-07-01,872,GW031568,1988-07-19,2.68,602470,6160721,350,0.546961,7.74119,3,Qa,0,NA
42,-34.6904,148.1187,1982-09-16,48.29999999999973,1982-09-01,873,GW031568,1982-09-28,3.42,602470,6160721,350,0.546961,7.74119,3,Qa,0,NA
42,-34.6904,148.1187,1984-10-16,62.29999999999973,1984-10-01,874,GW031568,1984-10-15,0,602470,6160721,350,0.546961,7.74119,3,Qa,0,NA
42,-34.6904,148.1187,1981-09-16,28.5,1981-09-01,875,GW031568,1981-09-15,3.07,602470,6160721,350,0.546961,7.74119,3,Qa,0,NA
42,-34.6904,148.1187,1990-10-16,60.09999999999991,1990-10-01,876,GW031568,1990-10-16,2.07,602470,6160721,350,0.546961,7.74119,3,Qa,0,NA
42,-34.6904,148.1187,1981-03-16,13.899999999999636,1981-03-01,877,GW031568,1981-03-26,4.3,602470,6160721,350,0.546961,7.74119,3,Qa,0,NA
42,-34.6904,148.1187,1984-07-16,154.5,1984-07-01,878,GW031568,1984-07-23,0,602470,6160721,350,0.546961,7.74119,3,Qa,0,NA
42,-34.6904,148.1187,1974-02-15,67.69999999999982,1974-02-01,879,GW031568,1974-02-15,4.43,602470,6160721,350,0.546961,7.74119,3,Qa,0,NA
42,-34.6904,148.1187,1988-11-16,79.29999999999973,1988-11-01,880,GW031568,1988-11-30,2.7,602470,6160721,350,0.546961,7.74119,3,Qa,0,NA
42,-34.6904,148.1187,1991-05-16,24.199999999999818,1991-05-01,881,GW031568,1991-05-30,2.6,602470,6160721,350,0.546961,7.74119,3,Qa,0,NA
42,-34.6904,148.1187,1980-08-16,46.399999999999636,1980-08-01,882,GW031568,1980-08-29,3.53,602470,6160721,350,0.546961,7.74119,3,Qa,0,NA
42,-34.6904,148.1187,1982-06-16,26.59999999999991,1982-06-01,883,GW031568,1982-06-29,3.47,602470,6160721,350,0.546961,7.74119,3,Qa,0,NA
42,-34.6904,148.1187,1984-05-16,17.299999999999727,1984-05-01,884,GW031568,1984-05-29,2.7,602470,6160721,350,0.546961,7.74119,3,Qa,0,NA
42,-34.6904,148.1187,1982-01-16,12.399999999999636,1982-01-01,885,GW031568,1982-01-29,3.44,602470,6160721,350,0.546961,7.74119,3,Qa,0,NA
42,-34.6904,148.1187,1990-12-16,10.599999999999909,1990-12-01,886,GW031568,1990-12-28,2.47,602470,6160721,350,0.546961,7.74119,3,Qa,0,NA
42,-34.6904,148.1187,1981-05-16,59.29999999999973,1981-05-01,887,GW031568,1981-05-27,4.23,602470,6160721,350,0.546961,7.74119,3,Qa,0,NA
42,-34.6904,148.1187,1990-05-16,76.39999999999964,1990-05-01,888,GW031568,1990-05-26,2.49,602470,6160721,350,0.546961,7.74119,3,Qa,0,NA
42,-34.6904,148.1187,1982-04-16,14.199999999999818,1982-04-01,889,GW031568,1982-04-20,3.5,602470,6160721,350,0.546961,7.74119,3,Qa,0,NA
42,-34.6904,148.1187,1980-02-15,27.5,1980-02-01,890,GW031568,1980-02-26,3.82,602470,6160721,350,0.546961,7.74119,3,Qa,0,NA
42,-34.6904,148.1187,1987-11-16,21.699999999999818,1987-11-01,891,GW031568,1987-11-25,3.36,602470,6160721,350,0.546961,7.74119,3,Qa,0,NA
42,-34.6904,148.1187,1982-05-16,3,1982-05-01,892,GW031568,1982-05-25,3.52,602470,6160721,350,0.546961,7.74119,3,Qa,0,NA
42,-34.6904,148.1187,1987-03-16,48.69999999999982,1987-03-01,893,GW031568,1987-03-24,3.1,602470,6160721,350,0.546961,7.74119,3,Qa,0,NA
42,-34.6904,148.1187,1982-07-16,2.399999999999636,1982-07-01,894,GW031568,1982-07-23,3.4,602470,6160721,350,0.546961,7.74119,3,Qa,0,NA
