cells,Latitude,Longitude,Date.x,Rainfall,MDate,FID,Work_No,Date.y,Standing_W,Easting,Northing,Elevation..m.,Slope..degree.,Wetness.index,MRVBF,Lithology,Drilled.Depth,Salinity
38,-34.6819,147.9074,1998-10-16,49.59999999999991,1998-10-01,1524,GW400126,1998-10-01,0.47,583123,6161859,398,2.9366901,6.0521898,2,Qr/Sfv,NA,NA
38,-34.6819,147.9074,1999-02-15,11.099999999999909,1999-02-01,1525,GW400126,1999-02-02,1.18,583123,6161859,398,2.9366901,6.0521898,2,Qr/Sfv,NA,NA
38,-34.6819,147.9074,1999-06-16,56.29999999999973,1999-06-01,1526,GW400126,1999-06-04,1.16,583123,6161859,398,2.9366901,6.0521898,2,Qr/Sfv,NA,NA
38,-34.6819,147.9074,1999-12-16,136.79999999999973,1999-12-01,1527,GW400126,1999-12-02,1.05,583123,6161859,398,2.9366901,6.0521898,2,Qr/Sfv,NA,NA
38,-34.6819,147.9074,2000-10-16,102.5,2000-10-01,1528,GW400126,2000-10-04,0.97,583123,6161859,398,2.9366901,6.0521898,2,Qr/Sfv,NA,NA
38,-34.6819,147.9074,1999-01-16,96,1999-01-01,1529,GW400126,1999-01-04,1.4,583123,6161859,398,2.9366901,6.0521898,2,Qr/Sfv,NA,NA
38,-34.6819,147.9074,1999-10-16,141.29999999999973,1999-10-01,1530,GW400126,1999-10-03,0.64,583123,6161859,398,2.9366901,6.0521898,2,Qr/Sfv,NA,NA
38,-34.6819,147.9074,1998-08-16,68.79999999999973,1998-08-01,1531,GW400126,1998-08-03,0.55,583123,6161859,398,2.9366901,6.0521898,2,Qr/Sfv,NA,NA
38,-34.6819,147.9074,1997-05-16,57.399999999999636,1997-05-01,1532,GW400126,1997-05-03,1.8,583123,6161859,398,2.9366901,6.0521898,2,Qr/Sfv,NA,NA
38,-34.6819,147.9074,2000-04-16,41.29999999999973,2000-04-01,1533,GW400126,2000-04-03,1.17,583123,6161859,398,2.9366901,6.0521898,2,Qr/Sfv,NA,NA
38,-34.6819,147.9074,2000-02-15,25.899999999999636,2000-02-01,1534,GW400126,2000-02-03,1.23,583123,6161859,398,2.9366901,6.0521898,2,Qr/Sfv,NA,NA
38,-34.6819,147.9074,1997-06-16,43.79999999999973,1997-06-01,1535,GW400126,1997-06-03,1.35,583123,6161859,398,2.9366901,6.0521898,2,Qr/Sfv,NA,NA
38,-34.6819,147.9074,1998-02-15,16.5,1998-02-01,1536,GW400126,1998-02-03,1.75,583123,6161859,398,2.9366901,6.0521898,2,Qr/Sfv,NA,NA
40,-34.6795,148.0151,1997-08-16,51.19999999999982,1997-08-01,1537,GW400127,1997-08-05,1.37,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,1999-05-16,48.5,1999-05-01,1538,GW400127,1999-05-06,1.1,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,1998-05-16,23.199999999999818,1998-05-01,1539,GW400127,1998-05-06,1.85,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,1999-04-16,58.09999999999991,1999-04-01,1540,GW400127,1999-04-06,0.48,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,1997-03-16,45.19999999999982,1997-03-01,1541,GW400127,1997-03-06,1.48,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,1998-01-16,39.899999999999636,1998-01-01,1542,GW400127,1998-01-06,1.56,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,1997-07-16,28.299999999999727,1997-07-01,1543,GW400127,1997-07-05,1.35,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,1998-11-16,59.5,1998-11-01,1544,GW400127,1998-11-05,0.9,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,1998-07-16,85.89999999999964,1998-07-01,1545,GW400127,1998-07-06,0.8,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,1997-04-16,0,1997-04-01,1546,GW400127,1997-04-08,1.58,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,1998-04-16,58.19999999999982,1998-04-01,1547,GW400127,1998-04-05,1.89,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,2000-12-16,15.599999999999909,2000-12-01,1548,GW400127,2000-12-05,1.15,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,2000-08-16,125.39999999999964,2000-08-01,1549,GW400127,2000-08-06,0.6,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,2000-09-16,42.09999999999991,2000-09-01,1550,GW400127,2000-09-06,0.07,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,1997-11-16,26.5,1997-11-01,1551,GW400127,1997-11-06,1.16,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,2000-11-16,91.5,2000-11-01,1552,GW400127,2000-11-06,0.87,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,1997-09-16,90.69999999999982,1997-09-01,1553,GW400127,1997-09-14,0.76,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,1999-07-16,25.699999999999818,1999-07-01,1554,GW400127,1999-07-07,0.7,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,1996-07-16,137,1996-07-01,1555,GW400127,1996-07-08,2.2,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,1997-12-16,1.699999999999818,1997-12-01,1556,GW400127,1997-12-08,1.45,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,1997-10-16,20,1997-10-01,1557,GW400127,1997-10-14,0.98,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,1997-09-16,90.69999999999982,1997-09-01,1558,GW400127,1997-09-09,0.72,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,2000-01-16,26.5,2000-01-01,1559,GW400127,2000-01-01,0.4,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,2000-03-16,69.5,2000-03-01,1560,GW400127,2000-03-05,1.2,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,1998-03-16,0.3999999999996362,1998-03-01,1561,GW400127,1998-03-07,1.75,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,2000-07-16,46,2000-07-01,1562,GW400127,2000-07-01,0.16,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,1999-03-16,113.29999999999973,1999-03-01,1563,GW400127,1999-03-01,1.1,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,1998-12-16,12,1998-12-01,1564,GW400127,1998-12-04,1.07,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,1997-01-16,21.699999999999818,1997-01-01,1565,GW400127,1997-01-01,1.28,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,1997-02-15,0.6999999999998181,1997-02-01,1566,GW400127,1997-02-01,1.32,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,2000-05-16,88.69999999999982,2000-05-01,1567,GW400127,2000-05-01,0.77,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,2000-06-16,51.5,2000-06-01,1568,GW400127,2000-06-01,0.3,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,1999-08-16,67.5,1999-08-01,1569,GW400127,1999-08-01,0.87,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,1998-09-16,94.29999999999973,1998-09-01,1570,GW400127,1998-09-01,0.35,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,1998-10-16,53.899999999999636,1998-10-01,1571,GW400127,1998-10-01,0.27,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,1999-02-15,11.099999999999909,1999-02-01,1572,GW400127,1999-02-02,1.08,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,1999-12-16,136.79999999999973,1999-12-01,1573,GW400127,1999-12-02,0.62,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,2000-10-16,92,2000-10-01,1574,GW400127,2000-10-04,0.7,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,1998-06-16,124.19999999999982,1998-06-01,1575,GW400127,1998-06-01,1.75,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,1999-11-16,50.19999999999982,1999-11-01,1576,GW400127,1999-11-04,0.4,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,1998-02-15,19,1998-02-01,1577,GW400127,1998-02-03,1.65,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,1999-06-16,63,1999-06-01,1578,GW400127,1999-06-04,1.14,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,1999-01-16,102.5,1999-01-01,1579,GW400127,1999-01-04,1.25,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,1999-10-16,148.69999999999982,1999-10-01,1580,GW400127,1999-10-03,0.36,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,1998-08-16,73.39999999999964,1998-08-01,1581,GW400127,1998-08-03,0.3,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,1997-06-16,46.09999999999991,1997-06-01,1582,GW400127,1997-06-03,1.23,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,1997-05-16,55.29999999999973,1997-05-01,1583,GW400127,1997-05-03,1.65,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,2000-04-16,41.19999999999982,2000-04-01,1584,GW400127,2000-04-03,1,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
40,-34.6795,148.0151,2000-02-15,24.299999999999727,2000-02-01,1585,GW400127,2000-02-03,1.05,592993,6162033,482,7.26652,4.4919,0,Dcc,NA,NA
38,-34.6816,147.9078,1998-04-16,58.899999999999636,1998-04-01,1586,GW400128,1998-04-05,2.3,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,1998-05-16,19.399999999999636,1998-05-01,1587,GW400128,1998-05-06,2.1,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,1999-04-16,57.69999999999982,1999-04-01,1588,GW400128,1999-04-06,0.4,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,1997-03-16,51.5,1997-03-01,1589,GW400128,1997-03-06,1.67,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,1998-01-16,37.899999999999636,1998-01-01,1590,GW400128,1998-01-06,1.83,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,2000-12-16,14.899999999999636,2000-12-01,1591,GW400128,2000-12-05,1.45,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,1998-11-16,59.69999999999982,1998-11-01,1592,GW400128,1998-11-05,1.15,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,2000-03-16,67.19999999999982,2000-03-01,1593,GW400128,2000-03-05,1.62,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,1997-07-16,29.399999999999636,1997-07-01,1594,GW400128,1997-07-05,1.7,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,1999-05-16,47.899999999999636,1999-05-01,1595,GW400128,1999-05-06,1.4,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,1998-12-16,10,1998-12-01,1596,GW400128,1998-12-04,1.38,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,1997-08-16,53.29999999999973,1997-08-01,1597,GW400128,1997-08-05,1.65,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,1998-07-16,68.69999999999982,1998-07-01,1598,GW400128,1998-07-06,0.3,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,2000-08-16,117,2000-08-01,1599,GW400128,2000-08-06,0.79,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,2000-09-16,41.899999999999636,2000-09-01,1600,GW400128,2000-09-06,0.33,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,1997-11-16,28.399999999999636,1997-11-01,1601,GW400128,1997-11-06,1.33,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,2000-11-16,88.29999999999973,2000-11-01,1602,GW400128,2000-11-06,1.15,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,1998-03-16,0.1999999999998181,1998-03-01,1603,GW400128,1998-03-07,2.1,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,1999-07-16,29.09999999999991,1999-07-01,1604,GW400128,1999-07-07,0.83,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,1997-04-16,0,1997-04-01,1605,GW400128,1997-04-08,1.86,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,1996-07-16,127.19999999999982,1996-07-01,1606,GW400128,1996-07-08,1.82,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,1997-12-16,3.299999999999727,1997-12-01,1607,GW400128,1997-12-08,1.49,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,1997-09-16,86.79999999999973,1997-09-01,1608,GW400128,1997-09-09,0.29,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,1997-09-16,86.79999999999973,1997-09-01,1609,GW400128,1997-09-14,0.72,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,1997-02-15,0.8999999999996362,1997-02-01,1610,GW400128,1997-02-01,1.6,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,1997-10-16,24.199999999999818,1997-10-01,1611,GW400128,1997-10-14,1.1,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,1999-11-16,50.69999999999982,1999-11-01,1612,GW400128,1999-11-04,0.83,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,1997-01-16,20.199999999999818,1997-01-01,1613,GW400128,1997-01-01,1.35,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,1999-03-16,100.09999999999991,1999-03-01,1614,GW400128,1999-03-01,1.55,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,2000-05-16,87.79999999999973,2000-05-01,1615,GW400128,2000-05-01,1.03,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,1998-06-16,115.89999999999964,1998-06-01,1616,GW400128,1998-06-01,2,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,2000-06-16,48.59999999999991,2000-06-01,1617,GW400128,2000-06-01,0.23,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,2000-07-16,45.19999999999982,2000-07-01,1618,GW400128,2000-07-01,0.29,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,1999-08-16,66.09999999999991,1999-08-01,1619,GW400128,1999-08-01,0.95,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,1998-09-16,102.59999999999991,1998-09-01,1620,GW400128,1998-09-01,0.68,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,1998-10-16,49.59999999999991,1998-10-01,1621,GW400128,1998-10-01,0.23,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,1999-01-16,96,1999-01-01,1622,GW400128,1999-01-04,1.6,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,2000-01-16,23.5,2000-01-01,1623,GW400128,2000-01-01,0.83,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,1999-02-15,11.099999999999909,1999-02-01,1624,GW400128,1999-02-02,1.5,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,2000-10-16,102.5,2000-10-01,1625,GW400128,2000-10-04,1,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,1999-06-16,56.29999999999973,1999-06-01,1626,GW400128,1999-06-04,1.27,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,1999-10-16,141.29999999999973,1999-10-01,1627,GW400128,1999-10-03,0.48,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,1998-08-16,68.79999999999973,1998-08-01,1628,GW400128,1998-08-03,0.45,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,1997-06-16,43.79999999999973,1997-06-01,1629,GW400128,1997-06-03,1.23,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,1997-05-16,57.399999999999636,1997-05-01,1630,GW400128,1997-05-03,1.9,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,2000-04-16,41.29999999999973,2000-04-01,1631,GW400128,2000-04-03,1.37,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,2000-02-15,25.899999999999636,2000-02-01,1632,GW400128,2000-02-03,1.36,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,1998-02-15,16.5,1998-02-01,1633,GW400128,1998-02-03,1.92,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
38,-34.6816,147.9078,1999-12-16,136.79999999999973,1999-12-01,1634,GW400128,1999-12-02,1.1,583162,6161886,398,4.0704198,5.6597199,0,Qr/Sfv,NA,NA
29,-34.6536,147.9111,1999-07-16,29.09999999999991,1999-07-01,1635,GW400129,1999-07-01,1.43,583489,6164991,447,2.1601501,6.7290001,3,Sfv,NA,NA
29,-34.6536,147.9111,1999-12-16,147.69999999999982,1999-12-01,1636,GW400129,1999-12-01,1.15,583489,6164991,447,2.1601501,6.7290001,3,Sfv,NA,NA
29,-34.6536,147.9111,1997-10-16,22.5,1997-10-01,1637,GW400129,1997-10-01,1.88,583489,6164991,447,2.1601501,6.7290001,3,Sfv,NA,NA
29,-34.6536,147.9111,1998-08-16,66.39999999999964,1998-08-01,1638,GW400129,1998-08-01,1.86,583489,6164991,447,2.1601501,6.7290001,3,Sfv,NA,NA
29,-34.6536,147.9111,1999-08-16,67.69999999999982,1999-08-01,1639,GW400129,1999-08-01,1.27,583489,6164991,447,2.1601501,6.7290001,3,Sfv,NA,NA
29,-34.6536,147.9111,1997-09-16,87.39999999999964,1997-09-01,1640,GW400129,1997-09-01,2,583489,6164991,447,2.1601501,6.7290001,3,Sfv,NA,NA
29,-34.6536,147.9111,1998-09-16,109,1998-09-01,1641,GW400129,1998-09-01,1.22,583489,6164991,447,2.1601501,6.7290001,3,Sfv,NA,NA
29,-34.6536,147.9111,1999-09-16,44.29999999999973,1999-09-01,1642,GW400129,1999-09-01,1.1,583489,6164991,447,2.1601501,6.7290001,3,Sfv,NA,NA
29,-34.6536,147.9111,1997-08-16,55.5,1997-08-01,1643,GW400129,1997-08-01,2.07,583489,6164991,447,2.1601501,6.7290001,3,Sfv,NA,NA
29,-34.6536,147.9111,1998-10-16,52.29999999999973,1998-10-01,1644,GW400129,1998-10-01,1.01,583489,6164991,447,2.1601501,6.7290001,3,Sfv,NA,NA
29,-34.6536,147.9111,1999-10-16,135.79999999999973,1999-10-01,1645,GW400129,1999-10-01,1.21,583489,6164991,447,2.1601501,6.7290001,3,Sfv,NA,NA
29,-34.6536,147.9111,1997-11-16,28.199999999999818,1997-11-01,1646,GW400129,1997-11-01,1.82,583489,6164991,447,2.1601501,6.7290001,3,Sfv,NA,NA
29,-34.6536,147.9111,1998-11-16,64.29999999999973,1998-11-01,1647,GW400129,1998-11-01,1.47,583489,6164991,447,2.1601501,6.7290001,3,Sfv,NA,NA
29,-34.6536,147.9111,1999-11-16,51.09999999999991,1999-11-01,1648,GW400129,1999-11-01,1.18,583489,6164991,447,2.1601501,6.7290001,3,Sfv,NA,NA
29,-34.6536,147.9111,1998-12-16,8.799999999999727,1998-12-01,1649,GW400129,1998-12-01,1.93,583489,6164991,447,2.1601501,6.7290001,3,Sfv,NA,NA
29,-34.6536,147.9111,1996-07-16,129.39999999999964,1996-07-01,1650,GW400129,1996-07-08,1.12,583489,6164991,447,2.1601501,6.7290001,3,Sfv,NA,NA
29,-34.6536,147.9111,1998-07-16,72.59999999999991,1998-07-01,1651,GW400129,1998-07-01,2.25,583489,6164991,447,2.1601501,6.7290001,3,Sfv,NA,NA
29,-34.6536,147.9111,1999-05-16,44.79999999999973,1999-05-01,1652,GW400129,1999-05-01,1.84,583489,6164991,447,2.1601501,6.7290001,3,Sfv,NA,NA
29,-34.6536,147.9111,1997-12-16,2.699999999999818,1997-12-01,1653,GW400129,1997-12-01,2.13,583489,6164991,447,2.1601501,6.7290001,3,Sfv,NA,NA
29,-34.6536,147.9111,1997-03-16,48,1997-03-01,1654,GW400129,1997-03-01,2.42,583489,6164991,447,2.1601501,6.7290001,3,Sfv,NA,NA
29,-34.6536,147.9111,1998-06-16,118.29999999999973,1998-06-01,1655,GW400129,1998-06-01,2.31,583489,6164991,447,2.1601501,6.7290001,3,Sfv,NA,NA
29,-34.6536,147.9111,1997-01-16,19.799999999999727,1997-01-01,1656,GW400129,1997-01-01,2.22,583489,6164991,447,2.1601501,6.7290001,3,Sfv,NA,NA
29,-34.6536,147.9111,1997-07-16,29.899999999999636,1997-07-01,1657,GW400129,1997-07-01,2.04,583489,6164991,447,2.1601501,6.7290001,3,Sfv,NA,NA
29,-34.6536,147.9111,1999-01-16,95.29999999999973,1999-01-01,1658,GW400129,1999-01-01,2.1,583489,6164991,447,2.1601501,6.7290001,3,Sfv,NA,NA
29,-34.6536,147.9111,1997-02-15,1.199999999999818,1997-02-01,1659,GW400129,1997-02-01,2.33,583489,6164991,447,2.1601501,6.7290001,3,Sfv,NA,NA
29,-34.6536,147.9111,1999-02-15,10.699999999999818,1999-02-01,1660,GW400129,1999-02-01,2.23,583489,6164991,447,2.1601501,6.7290001,3,Sfv,NA,NA
29,-34.6536,147.9111,1998-01-16,40.29999999999973,1998-01-01,1661,GW400129,1998-01-01,2.22,583489,6164991,447,2.1601501,6.7290001,3,Sfv,NA,NA
29,-34.6536,147.9111,1998-03-16,0.29999999999972715,1998-03-01,1662,GW400129,1998-03-01,2.42,583489,6164991,447,2.1601501,6.7290001,3,Sfv,NA,NA
29,-34.6536,147.9111,1999-03-16,100.59999999999991,1999-03-01,1663,GW400129,1999-03-01,2.25,583489,6164991,447,2.1601501,6.7290001,3,Sfv,NA,NA
29,-34.6536,147.9111,1997-06-16,45.69999999999982,1997-06-01,1664,GW400129,1997-06-01,1.98,583489,6164991,447,2.1601501,6.7290001,3,Sfv,NA,NA
29,-34.6536,147.9111,1998-02-15,16.699999999999818,1998-02-01,1665,GW400129,1998-02-01,2.26,583489,6164991,447,2.1601501,6.7290001,3,Sfv,NA,NA
29,-34.6536,147.9111,1999-06-16,61.09999999999991,1999-06-01,1666,GW400129,1999-06-01,1.43,583489,6164991,447,2.1601501,6.7290001,3,Sfv,NA,NA
29,-34.6536,147.9111,1997-04-16,0,1997-04-01,1667,GW400129,1997-04-01,2.5,583489,6164991,447,2.1601501,6.7290001,3,Sfv,NA,NA
29,-34.6536,147.9111,1998-05-16,20.5,1998-05-01,1668,GW400129,1998-05-01,2.33,583489,6164991,447,2.1601501,6.7290001,3,Sfv,NA,NA
29,-34.6536,147.9111,1997-05-16,55.69999999999982,1997-05-01,1669,GW400129,1997-05-01,1.97,583489,6164991,447,2.1601501,6.7290001,3,Sfv,NA,NA
29,-34.6536,147.9111,1999-04-16,60,1999-04-01,1670,GW400129,1999-04-01,2.16,583489,6164991,447,2.1601501,6.7290001,3,Sfv,NA,NA
29,-34.6536,147.9111,1998-04-16,63.19999999999982,1998-04-01,1671,GW400129,1998-04-01,2.39,583489,6164991,447,2.1601501,6.7290001,3,Sfv,NA,NA
29,-34.6537,147.9109,1997-10-16,22.5,1997-10-01,1672,GW400130,1997-10-01,-0.12,583475,6164979,447,2.6945601,6.68894,3,Sfv,NA,NA
29,-34.6537,147.9109,1997-08-16,55.5,1997-08-01,1673,GW400130,1997-08-01,-0.12,583475,6164979,447,2.6945601,6.68894,3,Sfv,NA,NA
29,-34.6537,147.9109,1998-08-16,66.39999999999964,1998-08-01,1674,GW400130,1998-08-01,-0.01,583475,6164979,447,2.6945601,6.68894,3,Sfv,NA,NA
29,-34.6537,147.9109,1999-08-16,67.69999999999982,1999-08-01,1675,GW400130,1999-08-01,-0.17,583475,6164979,447,2.6945601,6.68894,3,Sfv,NA,NA
29,-34.6537,147.9109,1997-09-16,87.39999999999964,1997-09-01,1676,GW400130,1997-09-01,-0.14,583475,6164979,447,2.6945601,6.68894,3,Sfv,NA,NA
29,-34.6537,147.9109,1998-09-16,109,1998-09-01,1677,GW400130,1998-09-01,-0.06,583475,6164979,447,2.6945601,6.68894,3,Sfv,NA,NA
29,-34.6537,147.9109,1999-09-16,44.29999999999973,1999-09-01,1678,GW400130,1999-09-01,-0.19,583475,6164979,447,2.6945601,6.68894,3,Sfv,NA,NA
29,-34.6537,147.9109,1999-07-16,29.09999999999991,1999-07-01,1679,GW400130,1999-07-01,-0.16,583475,6164979,447,2.6945601,6.68894,3,Sfv,NA,NA
29,-34.6537,147.9109,1998-10-16,52.29999999999973,1998-10-01,1680,GW400130,1998-10-01,-0.19,583475,6164979,447,2.6945601,6.68894,3,Sfv,NA,NA
29,-34.6537,147.9109,1999-10-16,135.79999999999973,1999-10-01,1681,GW400130,1999-10-01,-0.18,583475,6164979,447,2.6945601,6.68894,3,Sfv,NA,NA
